session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,user_id
0.87,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,557879
2.82,29,0,1,1,0,0.67,0.66,0.01,Sure Thing,557932
2.85,43,0,0,0,0,0.71,0.72,-0.01,Sure Thing,558920
0.35,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,559071
1.63,43,0,0,0,0,0.22,0.11,0.11,Persuadable,560362
2.42,54,0,0,1,0,0.67,0.72,-0.05,Do Not Disturb,562275
0.35,25,0,1,0,0,0.01,0.0,0.01,Sure Thing,563995
3.22,39,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,567643
1.32,36,1,1,0,0,0.18,0.12,0.05,Persuadable,570601
0.85,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,579783
0.28,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,580971
3.83,42,0,0,0,0,0.71,0.69,0.02,Sure Thing,585595
2.48,45,0,0,0,1,0.71,0.72,-0.01,Sure Thing,596409
7.33,38,1,1,1,0,0.64,0.6,0.03,Sure Thing,596863
1.17,39,0,0,0,0,0.1,0.06,0.04,Sure Thing,605439
2.42,39,1,0,1,0,0.67,0.71,-0.03,Do Not Disturb,609673
2.87,36,1,1,1,0,0.67,0.68,-0.01,Sure Thing,618157
0.65,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,619432
1.45,37,0,0,0,0,0.17,0.11,0.05,Persuadable,623043
0.47,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,625700
2.18,44,0,0,1,0,0.64,0.69,-0.04,Do Not Disturb,626520
1.3,55,1,0,0,0,0.17,0.12,0.05,Persuadable,626986
1.15,16,0,1,0,0,0.06,0.09,-0.03,Do Not Disturb,628762
5.23,45,0,0,1,0,0.68,0.67,0.02,Sure Thing,636524
0.52,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,651818
2.05,38,0,0,1,0,0.61,0.54,0.07,Persuadable,680735
3.8,51,0,0,1,1,0.7,0.69,0.01,Sure Thing,730639
0.52,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,746934
1.0,24,0,0,0,1,0.01,0.01,0.01,Sure Thing,748759
0.78,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,751545
2.63,44,1,0,0,0,0.69,0.71,-0.01,Sure Thing,763792
1.08,16,0,0,0,0,0.04,0.06,-0.02,Do Not Disturb,229009
0.62,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,382384
0.62,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,386469
0.83,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,437251
0.95,42,0,1,0,1,0.01,0.01,0.0,Sure Thing,474120
2.1,22,0,0,0,0,0.39,0.31,0.09,Persuadable,480186
1.15,43,1,1,0,0,0.1,0.04,0.06,Persuadable,489575
0.85,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,490517
2.37,33,1,1,0,0,0.65,0.65,0.0,Sure Thing,501830
0.62,16,0,1,0,0,0.01,0.0,0.01,Sure Thing,513138
1.62,41,0,1,0,1,0.23,0.12,0.12,Persuadable,516053
4.22,50,0,0,0,0,0.68,0.68,0.0,Sure Thing,517549
3.38,42,1,1,0,0,0.67,0.67,-0.01,Sure Thing,518585
2.45,37,0,1,0,0,0.69,0.69,-0.0,Sure Thing,519965
0.75,28,0,1,0,0,0.01,0.0,0.01,Sure Thing,521514
0.52,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,522427
1.35,40,0,1,0,0,0.18,0.11,0.07,Persuadable,522654
2.93,37,0,1,1,0,0.69,0.69,-0.0,Sure Thing,523301
3.02,35,0,0,1,0,0.71,0.72,-0.01,Sure Thing,528567
0.13,43,1,0,0,0,0.01,0.01,0.01,Sure Thing,528999
1.75,40,0,0,0,0,0.23,0.11,0.12,Persuadable,534351
0.5,46,1,0,0,1,0.01,0.01,0.0,Sure Thing,535341
3.83,54,1,0,1,0,0.68,0.68,-0.0,Sure Thing,539912
4.15,43,1,0,1,0,0.67,0.67,-0.0,Sure Thing,541672
2.83,37,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,541752
1.17,71,1,0,0,0,0.19,0.1,0.09,Persuadable,541999
5.35,49,0,0,1,0,0.68,0.67,0.01,Sure Thing,546437
0.98,23,0,0,0,0,0.01,0.01,0.0,Sure Thing,552302
0.87,55,1,1,0,0,0.01,0.0,0.01,Sure Thing,555782
1.75,73,1,0,1,0,0.21,0.15,0.07,Persuadable,555990
1.92,52,0,0,1,0,0.28,0.2,0.08,Persuadable,556015
0.63,41,1,1,0,0,0.02,0.0,0.01,Sure Thing,556533
2.1,41,1,0,1,0,0.61,0.56,0.05,Sure Thing,557921
2.42,25,0,0,0,0,0.6,0.6,0.0,Sure Thing,560433
2.42,48,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,561994
5.18,32,0,0,1,0,0.68,0.61,0.06,Persuadable,568167
0.37,35,1,0,0,1,0.01,0.01,0.0,Sure Thing,569817
0.88,36,0,0,0,0,0.01,0.01,0.0,Sure Thing,571864
3.65,30,1,0,1,0,0.68,0.65,0.03,Sure Thing,572744
1.53,22,0,0,0,0,0.24,0.12,0.12,Persuadable,574362
0.9,84,1,0,0,0,0.02,0.0,0.01,Sure Thing,579714
11.58,22,0,0,1,0,0.64,0.54,0.1,Persuadable,582903
2.13,36,1,1,1,0,0.6,0.55,0.05,Persuadable,584459
0.65,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,586122
2.22,47,1,0,0,0,0.64,0.69,-0.06,Do Not Disturb,587459
0.5,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,589758
0.75,65,1,0,0,0,0.01,0.0,0.01,Sure Thing,595183
1.77,30,0,0,0,1,0.19,0.12,0.07,Persuadable,596361
1.37,52,0,0,0,0,0.18,0.11,0.07,Persuadable,599335
2.97,24,1,0,0,0,0.56,0.32,0.24,Persuadable,602478
0.37,71,0,0,0,0,0.01,0.0,0.01,Sure Thing,603033
1.1,32,0,0,0,0,0.05,0.04,0.02,Sure Thing,604388
1.98,51,1,0,1,0,0.44,0.51,-0.07,Do Not Disturb,610294
2.08,50,1,1,1,0,0.56,0.53,0.04,Sure Thing,611126
0.47,83,1,0,0,1,0.02,0.0,0.01,Sure Thing,619983
0.62,49,1,1,0,0,0.02,0.0,0.01,Sure Thing,651018
1.27,22,0,0,0,0,0.18,0.1,0.08,Persuadable,653228
5.2,37,0,0,1,0,0.67,0.67,0.0,Sure Thing,653281
0.25,36,1,0,0,1,0.01,0.01,0.0,Sure Thing,654913
1.23,36,1,0,1,0,0.11,0.13,-0.01,Sure Thing,657591
1.62,36,0,0,0,1,0.17,0.12,0.06,Persuadable,689037
3.0,39,1,1,0,0,0.67,0.68,-0.01,Sure Thing,378565
2.53,37,1,0,0,0,0.69,0.71,-0.02,Do Not Disturb,404879
0.37,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,425632
6.12,48,1,1,1,1,0.65,0.6,0.04,Sure Thing,432333
1.78,50,0,0,0,0,0.23,0.11,0.12,Persuadable,462894
1.93,46,1,1,1,0,0.32,0.34,-0.02,Do Not Disturb,471649
1.02,44,1,1,0,1,0.02,0.01,0.01,Sure Thing,486454
2.4,52,0,0,1,0,0.69,0.72,-0.02,Do Not Disturb,491617
2.52,49,1,0,1,0,0.7,0.71,-0.01,Sure Thing,511433
3.75,43,0,0,0,0,0.71,0.69,0.02,Sure Thing,512147
0.78,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,513613
1.23,75,0,0,0,0,0.18,0.1,0.08,Persuadable,514021
0.38,36,0,1,0,0,0.01,0.01,0.0,Sure Thing,514132
6.17,45,1,0,1,0,0.67,0.66,0.01,Sure Thing,515051
0.5,74,1,0,0,0,0.01,0.0,0.01,Sure Thing,515202
1.18,45,1,0,0,0,0.08,0.08,0.0,Sure Thing,518191
0.4,38,1,0,0,0,0.01,0.01,0.0,Sure Thing,528028
0.67,46,1,1,0,0,0.01,0.0,0.01,Sure Thing,528330
0.58,42,1,0,0,1,0.01,0.01,0.01,Sure Thing,530385
4.13,44,1,1,0,0,0.65,0.65,-0.0,Sure Thing,532390
2.98,56,1,0,1,0,0.63,0.63,-0.0,Sure Thing,533859
1.87,38,0,1,0,0,0.28,0.18,0.1,Persuadable,535502
1.25,50,0,0,0,0,0.1,0.1,0.0,Sure Thing,536604
1.02,48,0,0,0,0,0.01,0.01,-0.0,Sure Thing,536622
2.23,67,1,0,1,0,0.39,0.28,0.11,Persuadable,539426
0.27,17,0,1,0,0,0.01,0.01,0.01,Sure Thing,539453
0.25,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,539460
1.17,45,1,0,1,1,0.09,0.07,0.02,Sure Thing,541699
0.65,55,1,1,0,0,0.01,0.0,0.01,Sure Thing,544271
0.78,55,0,0,0,0,0.01,0.01,0.0,Sure Thing,545010
0.87,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,547180
1.7,47,1,1,0,0,0.26,0.12,0.14,Persuadable,550752
3.47,18,0,0,1,0,0.49,0.3,0.18,Persuadable,553904
0.65,49,0,0,0,0,0.01,0.01,0.0,Sure Thing,555326
3.32,48,0,0,1,0,0.71,0.71,-0.01,Sure Thing,558277
1.12,45,1,0,0,0,0.07,0.03,0.04,Sure Thing,560291
0.5,45,1,0,0,1,0.01,0.01,0.0,Sure Thing,562315
2.78,37,0,1,1,0,0.69,0.69,-0.0,Sure Thing,565460
1.23,24,1,0,0,0,0.12,0.1,0.02,Sure Thing,565827
3.73,41,1,0,0,0,0.68,0.69,-0.0,Sure Thing,566279
0.75,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,572632
3.8,55,1,0,1,0,0.68,0.68,-0.01,Sure Thing,573291
3.8,26,0,0,0,1,0.62,0.65,-0.03,Do Not Disturb,576040
7.13,40,0,1,1,0,0.65,0.62,0.03,Sure Thing,577625
1.28,47,1,0,0,0,0.16,0.11,0.05,Sure Thing,579589
0.38,26,1,1,0,1,0.01,0.0,0.01,Sure Thing,581085
0.35,37,0,1,0,0,0.01,0.01,0.0,Sure Thing,581409
2.55,16,0,0,0,1,0.47,0.33,0.14,Persuadable,582002
4.47,39,0,0,0,0,0.68,0.67,0.0,Sure Thing,582995
0.38,41,1,1,0,0,0.02,0.0,0.01,Sure Thing,583016
4.68,40,0,0,0,0,0.67,0.67,0.0,Sure Thing,586701
0.38,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,591381
1.37,53,1,0,0,0,0.15,0.12,0.03,Sure Thing,595283
2.75,30,1,0,1,1,0.68,0.67,0.01,Sure Thing,595527
2.05,22,0,0,1,0,0.39,0.31,0.07,Persuadable,596103
1.48,43,0,0,1,1,0.22,0.11,0.11,Persuadable,598881
2.72,52,0,0,0,0,0.71,0.72,-0.01,Sure Thing,599335
2.0,37,0,0,1,0,0.42,0.52,-0.1,Do Not Disturb,600690
2.52,46,1,0,1,0,0.7,0.71,-0.01,Sure Thing,604982
0.37,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,606333
1.37,34,0,0,0,0,0.15,0.12,0.04,Sure Thing,608629
1.58,44,0,0,0,0,0.21,0.11,0.11,Persuadable,619079
1.25,58,1,0,0,0,0.11,0.13,-0.02,Do Not Disturb,620690
4.2,49,1,0,1,0,0.68,0.67,0.0,Sure Thing,632316
0.25,26,1,1,0,0,0.01,0.0,0.01,Sure Thing,632749
1.03,19,0,0,0,0,0.01,0.0,0.01,Sure Thing,634601
0.5,37,1,1,0,0,0.01,0.0,0.01,Sure Thing,636526
2.67,55,0,1,1,0,0.69,0.69,-0.0,Sure Thing,647804
1.87,56,1,1,0,0,0.18,0.19,-0.01,Sure Thing,651941
2.67,61,1,0,0,0,0.6,0.56,0.03,Sure Thing,653838
1.95,41,0,1,1,0,0.51,0.26,0.25,Persuadable,663376
2.27,36,0,0,1,0,0.67,0.71,-0.04,Do Not Disturb,671367
0.37,64,0,0,0,0,0.01,0.01,-0.0,Sure Thing,683014
0.73,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,685958
2.63,24,0,0,0,0,0.55,0.34,0.21,Persuadable,689456
0.98,36,0,0,0,0,0.01,0.01,-0.0,Sure Thing,760304
2.97,64,1,0,0,0,0.54,0.51,0.03,Sure Thing,765745
13.4,16,0,0,1,0,0.5,0.57,-0.08,Do Not Disturb,350648
1.22,49,0,0,0,0,0.08,0.1,-0.03,Do Not Disturb,463783
0.37,41,0,1,0,0,0.01,0.01,0.0,Sure Thing,467339
2.98,49,0,1,1,0,0.7,0.69,0.01,Sure Thing,476104
3.25,53,1,1,0,0,0.67,0.68,-0.01,Sure Thing,495386
4.2,36,1,0,1,0,0.66,0.67,-0.01,Sure Thing,498574
1.42,46,1,0,0,1,0.19,0.12,0.07,Persuadable,503161
0.88,51,1,1,0,0,0.02,0.0,0.01,Sure Thing,506652
4.4,38,0,0,1,0,0.68,0.68,0.0,Sure Thing,508940
3.65,34,0,0,1,0,0.7,0.66,0.03,Sure Thing,511055
0.98,55,0,0,1,0,0.01,0.01,-0.0,Sure Thing,511469
2.48,51,1,0,1,0,0.7,0.71,-0.01,Sure Thing,512201
1.95,16,0,1,0,0,0.29,0.15,0.14,Persuadable,512397
1.1,21,0,0,0,0,0.07,0.06,0.01,Sure Thing,514315
0.53,36,1,0,0,1,0.01,0.01,0.0,Sure Thing,514460
0.4,43,1,0,0,0,0.01,0.01,0.01,Sure Thing,516217
2.62,53,1,1,0,0,0.68,0.68,-0.0,Sure Thing,517061
2.5,36,0,0,1,0,0.7,0.72,-0.02,Sure Thing,517150
0.48,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,517571
2.35,48,1,0,0,0,0.68,0.71,-0.03,Do Not Disturb,517847
1.75,51,0,0,0,0,0.23,0.11,0.12,Persuadable,518756
0.9,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,520762
2.5,41,1,1,1,0,0.67,0.68,-0.01,Sure Thing,520898
0.52,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,521152
2.38,34,0,0,0,1,0.68,0.69,-0.01,Sure Thing,522639
2.8,73,1,0,1,0,0.36,0.3,0.06,Persuadable,524419
2.55,47,1,0,0,0,0.7,0.71,-0.01,Sure Thing,525022
1.08,50,1,1,0,0,0.08,0.02,0.06,Persuadable,526858
0.25,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,527046
2.5,45,0,0,0,0,0.71,0.72,-0.01,Sure Thing,529436
0.38,58,1,1,0,0,0.01,0.0,0.01,Sure Thing,530673
1.27,37,0,0,0,0,0.16,0.11,0.05,Persuadable,531739
1.82,52,1,0,0,0,0.23,0.13,0.1,Persuadable,536764
0.25,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,540924
2.38,36,0,1,1,0,0.68,0.69,-0.01,Sure Thing,543306
2.12,53,1,0,0,0,0.62,0.55,0.07,Persuadable,544513
3.55,37,0,1,1,1,0.69,0.68,0.01,Sure Thing,544926
1.43,31,0,1,0,0,0.25,0.12,0.13,Persuadable,547301
0.6,51,1,0,0,0,0.02,0.01,0.01,Sure Thing,555299
1.98,37,0,0,1,0,0.42,0.51,-0.09,Do Not Disturb,558838
1.15,43,0,0,0,0,0.08,0.03,0.05,Sure Thing,558920
1.38,47,1,0,0,0,0.18,0.12,0.06,Persuadable,562576
1.0,52,1,0,0,1,0.01,0.01,0.0,Sure Thing,566032
2.22,51,0,0,1,0,0.64,0.71,-0.06,Do Not Disturb,566875
2.1,65,1,0,1,0,0.39,0.37,0.02,Sure Thing,570988
3.45,40,1,1,0,0,0.66,0.67,-0.01,Sure Thing,571429
1.13,21,0,0,0,0,0.08,0.06,0.02,Sure Thing,571913
0.6,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,575733
3.67,42,0,1,1,0,0.7,0.66,0.04,Sure Thing,580578
0.4,34,1,1,0,0,0.01,0.0,0.01,Sure Thing,586803
0.25,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,587313
0.5,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,590163
7.02,21,0,0,0,0,0.48,0.31,0.17,Persuadable,593833
1.83,58,1,0,0,1,0.23,0.15,0.09,Persuadable,596222
0.52,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,599244
0.8,43,0,1,0,1,0.01,0.01,0.0,Sure Thing,602190
2.42,17,0,1,1,0,0.44,0.3,0.14,Persuadable,610338
2.52,21,0,0,1,0,0.54,0.32,0.22,Persuadable,620991
2.45,51,0,0,0,0,0.7,0.72,-0.01,Sure Thing,622813
2.78,55,1,0,1,0,0.68,0.7,-0.02,Do Not Disturb,626986
0.47,46,1,1,0,0,0.01,0.0,0.01,Sure Thing,635442
2.82,44,0,0,1,0,0.71,0.72,-0.01,Sure Thing,651201
2.18,36,0,0,1,0,0.63,0.69,-0.06,Do Not Disturb,679611
1.1,43,1,1,0,0,0.09,0.03,0.06,Persuadable,684543
0.92,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,686915
2.12,47,0,0,0,0,0.63,0.57,0.07,Persuadable,704870
2.38,20,1,1,0,1,0.35,0.28,0.07,Persuadable,705984
1.62,42,1,1,0,0,0.25,0.12,0.13,Persuadable,736833
0.37,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,739139
0.88,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,751545
2.12,64,1,0,0,0,0.52,0.42,0.1,Persuadable,765745
2.23,59,0,1,1,0,0.51,0.58,-0.07,Do Not Disturb,768291
0.67,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,298253
5.88,37,0,0,0,0,0.68,0.67,0.01,Sure Thing,389662
1.82,42,1,1,0,0,0.26,0.13,0.13,Persuadable,408551
1.35,38,1,1,0,1,0.18,0.12,0.06,Persuadable,458762
0.5,69,1,0,0,0,0.01,0.0,0.01,Sure Thing,464080
1.12,48,1,0,0,0,0.08,0.03,0.05,Persuadable,478801
1.52,38,0,0,1,0,0.2,0.12,0.08,Persuadable,482424
1.92,47,1,0,1,0,0.3,0.3,-0.0,Sure Thing,495727
0.6,42,0,1,0,0,0.01,0.01,0.0,Sure Thing,506250
2.9,22,0,1,0,0,0.45,0.33,0.12,Persuadable,510558
3.33,43,0,1,1,0,0.7,0.69,0.01,Sure Thing,514023
0.63,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,514589
0.75,43,1,0,0,0,0.01,0.01,0.01,Sure Thing,518711
0.98,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,518956
4.42,46,1,0,1,0,0.67,0.67,0.01,Sure Thing,519896
0.98,57,1,1,0,0,0.02,0.01,0.01,Sure Thing,520771
5.13,44,0,0,0,1,0.68,0.67,0.02,Sure Thing,522937
1.45,43,0,0,0,0,0.18,0.11,0.07,Persuadable,525591
0.38,21,0,1,0,0,0.01,0.0,0.0,Sure Thing,526690
2.7,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,527142
2.62,50,1,1,1,1,0.68,0.68,-0.0,Sure Thing,531253
1.0,69,0,0,0,0,0.01,0.01,0.0,Sure Thing,531795
1.93,21,0,0,0,0,0.22,0.17,0.05,Persuadable,532905
2.98,40,0,1,1,0,0.69,0.69,0.0,Sure Thing,533123
0.5,37,0,1,0,0,0.01,0.01,0.0,Sure Thing,534586
3.22,39,0,0,0,0,0.7,0.72,-0.01,Sure Thing,535229
1.5,34,1,1,0,0,0.26,0.14,0.12,Persuadable,536016
3.63,26,0,0,1,0,0.62,0.65,-0.03,Do Not Disturb,537860
2.45,32,0,0,1,0,0.7,0.68,0.02,Sure Thing,538270
1.95,52,1,1,1,0,0.42,0.32,0.09,Persuadable,539221
2.5,54,1,0,1,1,0.68,0.71,-0.03,Do Not Disturb,540302
0.77,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,542282
1.68,33,0,1,0,0,0.21,0.13,0.09,Persuadable,545070
6.3,47,0,0,1,0,0.69,0.67,0.02,Sure Thing,545629
2.52,25,0,0,1,0,0.62,0.59,0.03,Sure Thing,545879
0.63,38,0,0,0,1,0.01,0.01,0.01,Sure Thing,550017
4.25,52,1,1,0,0,0.65,0.64,0.02,Sure Thing,550599
3.03,65,1,0,1,0,0.43,0.36,0.07,Persuadable,551685
0.27,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,553751
1.57,43,1,0,0,0,0.2,0.12,0.08,Persuadable,554961
2.62,43,1,0,1,0,0.69,0.71,-0.01,Sure Thing,555206
2.9,57,1,1,0,0,0.49,0.54,-0.05,Do Not Disturb,555277
0.88,58,0,0,0,0,0.01,0.01,0.0,Sure Thing,558204
4.27,49,1,1,1,0,0.65,0.64,0.01,Sure Thing,558362
1.38,45,0,0,0,0,0.17,0.11,0.06,Persuadable,563956
4.83,45,1,0,1,0,0.67,0.66,0.01,Sure Thing,565464
1.37,76,1,0,0,0,0.18,0.14,0.04,Sure Thing,570862
0.27,42,1,0,0,0,0.01,0.01,0.01,Sure Thing,573518
0.65,32,1,0,0,0,0.01,0.0,0.01,Sure Thing,576357
1.28,49,1,0,0,0,0.19,0.12,0.07,Persuadable,578503
0.6,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,581307
0.78,53,1,1,0,0,0.01,0.0,0.01,Sure Thing,583297
2.83,38,0,1,1,0,0.69,0.69,0.0,Sure Thing,583612
0.38,38,1,1,0,0,0.02,0.0,0.01,Sure Thing,588370
2.65,39,0,1,1,0,0.7,0.69,0.0,Sure Thing,589404
3.4,36,0,1,1,0,0.69,0.68,0.01,Sure Thing,592366
1.4,45,0,1,0,0,0.21,0.11,0.1,Persuadable,605494
2.78,37,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,607706
1.35,41,0,1,0,0,0.18,0.11,0.07,Persuadable,608287
0.52,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,609051
0.88,52,1,0,0,1,0.01,0.01,0.0,Sure Thing,610306
0.88,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,611852
0.5,46,0,1,0,0,0.01,0.01,0.0,Sure Thing,614748
3.43,21,0,0,0,0,0.49,0.29,0.2,Persuadable,616789
3.32,45,1,0,0,0,0.69,0.7,-0.01,Sure Thing,622464
1.6,52,1,0,0,0,0.2,0.12,0.07,Persuadable,623972
0.6,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,636102
6.47,43,0,1,0,0,0.66,0.62,0.04,Sure Thing,641310
3.28,51,0,0,1,0,0.71,0.72,-0.01,Sure Thing,649378
4.52,16,0,0,1,0,0.41,0.31,0.1,Persuadable,659360
4.73,68,1,0,0,0,0.29,0.29,-0.0,Sure Thing,660821
0.85,69,1,0,0,1,0.01,0.0,0.01,Sure Thing,665980
1.47,48,0,0,1,0,0.22,0.11,0.12,Persuadable,696475
2.42,40,0,1,1,0,0.69,0.69,-0.0,Sure Thing,732729
2.32,53,1,1,0,0,0.66,0.68,-0.02,Sure Thing,801660
0.85,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,353694
4.27,48,1,1,1,0,0.65,0.64,0.01,Sure Thing,380434
2.47,35,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,428552
5.23,31,1,0,0,0,0.66,0.61,0.05,Persuadable,444885
1.53,39,1,0,1,0,0.2,0.12,0.07,Persuadable,457468
3.12,47,0,0,1,0,0.71,0.72,-0.01,Sure Thing,464239
2.5,48,1,0,1,0,0.7,0.71,-0.01,Sure Thing,468409
1.27,49,0,0,1,0,0.2,0.11,0.09,Persuadable,476270
4.87,45,1,1,1,0,0.65,0.6,0.05,Sure Thing,478291
3.33,32,0,0,1,0,0.7,0.67,0.03,Sure Thing,481772
2.18,36,1,0,1,0,0.62,0.68,-0.06,Do Not Disturb,484418
2.83,36,1,1,1,0,0.67,0.68,-0.01,Sure Thing,502626
4.67,20,0,0,0,0,0.47,0.3,0.17,Persuadable,510828
2.02,33,0,0,1,0,0.38,0.5,-0.11,Do Not Disturb,511298
1.45,47,1,1,0,1,0.24,0.12,0.12,Persuadable,511399
1.87,39,0,1,0,0,0.27,0.18,0.09,Persuadable,511860
1.35,42,0,0,0,0,0.15,0.11,0.04,Sure Thing,512655
3.13,36,0,1,1,0,0.69,0.69,-0.0,Sure Thing,514132
4.27,53,0,0,1,0,0.68,0.67,0.0,Sure Thing,515684
1.92,37,1,0,0,0,0.24,0.29,-0.06,Do Not Disturb,515727
3.47,47,1,0,1,0,0.7,0.69,0.01,Sure Thing,516006
1.07,40,0,1,0,1,0.07,0.03,0.05,Sure Thing,516273
0.47,42,1,0,0,0,0.01,0.01,0.01,Sure Thing,516647
1.47,25,0,1,0,0,0.27,0.11,0.17,Persuadable,516765
0.98,40,1,0,0,1,0.01,0.01,0.0,Sure Thing,516798
0.83,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,516972
3.1,47,1,0,1,1,0.7,0.71,-0.01,Sure Thing,518956
11.2,43,1,0,0,0,0.72,0.67,0.05,Sure Thing,520397
3.3,36,0,0,1,0,0.71,0.72,-0.01,Sure Thing,522532
2.77,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,522639
3.93,40,1,1,0,0,0.64,0.66,-0.01,Sure Thing,523787
3.02,16,0,0,1,0,0.47,0.33,0.14,Persuadable,523866
2.12,35,0,0,1,0,0.63,0.59,0.04,Sure Thing,525769
1.83,52,1,0,0,0,0.23,0.14,0.09,Persuadable,527508
1.83,28,0,0,0,0,0.22,0.12,0.1,Persuadable,527690
3.63,49,1,1,1,1,0.67,0.67,0.0,Sure Thing,532866
2.63,24,1,0,1,1,0.57,0.33,0.24,Persuadable,533527
2.42,34,0,0,1,0,0.69,0.69,-0.0,Sure Thing,534607
0.28,41,1,0,0,0,0.01,0.01,0.01,Sure Thing,535746
1.13,40,1,1,0,0,0.08,0.03,0.05,Persuadable,535896
0.62,27,1,1,0,0,0.01,0.0,0.01,Sure Thing,536313
2.18,39,1,0,1,0,0.62,0.68,-0.06,Do Not Disturb,536763
2.57,38,1,0,1,1,0.69,0.71,-0.02,Do Not Disturb,540656
1.47,53,1,1,0,0,0.21,0.13,0.08,Persuadable,542334
2.0,36,1,0,1,0,0.42,0.52,-0.1,Do Not Disturb,542358
8.47,34,1,1,0,0,0.63,0.57,0.06,Persuadable,542918
2.05,48,1,1,1,0,0.56,0.5,0.06,Persuadable,546130
1.02,50,0,0,0,0,0.01,0.01,-0.0,Sure Thing,546867
3.28,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,548109
0.5,30,0,0,0,1,0.01,0.0,0.01,Sure Thing,548310
1.9,52,1,1,0,0,0.27,0.2,0.07,Persuadable,555428
2.23,41,1,1,1,0,0.59,0.67,-0.08,Do Not Disturb,559211
2.43,54,1,1,1,0,0.66,0.68,-0.02,Do Not Disturb,559695
1.23,23,0,0,0,0,0.1,0.11,-0.01,Sure Thing,563052
1.4,48,0,0,0,0,0.17,0.11,0.07,Persuadable,563735
1.0,39,1,1,0,0,0.02,0.01,0.01,Sure Thing,563736
6.1,19,0,0,0,0,0.47,0.3,0.17,Persuadable,565280
2.0,41,0,0,0,0,0.45,0.51,-0.06,Do Not Disturb,566547
0.5,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,569923
0.83,45,0,1,0,0,0.01,0.01,0.0,Sure Thing,577984
3.25,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,578607
1.15,36,0,0,0,0,0.08,0.05,0.03,Sure Thing,579021
5.68,51,1,0,1,0,0.67,0.66,0.02,Sure Thing,587373
2.72,33,0,0,1,0,0.7,0.68,0.01,Sure Thing,588386
3.92,48,1,1,0,0,0.65,0.66,-0.0,Sure Thing,589812
2.18,44,0,0,0,0,0.64,0.69,-0.04,Do Not Disturb,595257
1.7,21,0,0,1,0,0.2,0.13,0.07,Persuadable,596186
0.27,44,1,0,0,1,0.01,0.01,0.0,Sure Thing,597734
