session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,user_id
2.6,46,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),573704
1.48,36,1,1,0,0,0.25,0.13,0.12,Persuadable,0.14,Give Discount,576879
0.78,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,577255
7.75,25,1,0,1,0,0.63,0.58,0.05,Sure Thing,0.64,No Action,577617
0.6,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,577625
4.93,33,0,1,1,0,0.66,0.58,0.08,Persuadable,0.62,Give Discount,578892
1.37,58,0,0,0,1,0.18,0.12,0.06,Persuadable,0.13,Give Discount,579829
2.38,57,1,1,1,0,0.52,0.54,-0.02,Sure Thing,0.52,Avoid (Do Not Disturb),581685
2.47,48,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),587802
2.73,35,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),587899
2.28,39,0,1,0,0,0.65,0.69,-0.04,Do Not Disturb,0.68,Avoid (Do Not Disturb),589306
2.3,48,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),590227
0.4,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,591888
0.9,67,0,0,0,0,0.02,0.0,0.02,Sure Thing,0.0,No Action,594146
2.5,47,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),598590
1.22,24,0,1,1,0,0.09,0.12,-0.04,Do Not Disturb,0.11,Avoid (Do Not Disturb),601894
2.35,54,1,0,0,0,0.67,0.71,-0.04,Do Not Disturb,0.7,No Discount (Sure Thing),602925
2.62,52,1,0,0,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),603809
2.5,58,1,0,1,1,0.62,0.61,0.01,Sure Thing,0.58,No Action,620690
2.93,42,0,1,1,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,623750
2.43,26,1,1,1,1,0.65,0.66,-0.0,Sure Thing,0.64,Avoid (Do Not Disturb),632749
0.23,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,635861
2.78,36,0,0,1,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),682247
1.0,39,1,1,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,686445
2.48,31,0,1,0,0,0.67,0.66,0.01,Sure Thing,0.64,No Action,705215
0.88,20,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,705984
0.65,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,707260
2.4,35,1,0,0,0,0.67,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),428552
1.48,42,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,442484
1.87,43,0,1,1,0,0.28,0.19,0.08,Persuadable,0.17,Give Discount,452594
0.25,45,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,467809
1.1,48,1,0,0,0,0.07,0.03,0.04,Sure Thing,0.04,No Action,471186
11.15,46,1,0,0,0,0.72,0.67,0.05,Sure Thing,0.71,No Discount (Sure Thing),471935
1.85,36,1,1,0,1,0.23,0.2,0.03,Sure Thing,0.19,No Action,489785
0.98,49,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),499461
0.9,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,500972
0.25,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,501125
0.27,49,1,1,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,505941
0.38,75,0,0,0,0,0.05,0.0,0.04,Sure Thing,0.01,No Action,514021
2.97,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),514586
1.47,65,1,0,0,0,0.17,0.14,0.03,Sure Thing,0.14,No Action,515854
2.97,40,1,0,0,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),516211
2.82,41,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),520265
1.25,23,0,0,0,0,0.1,0.11,-0.01,Sure Thing,0.1,Avoid (Do Not Disturb),522427
2.58,42,0,1,0,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,522939
1.13,52,1,0,0,0,0.07,0.02,0.05,Persuadable,0.03,Give Discount,523666
1.23,41,1,0,1,1,0.11,0.11,-0.01,Sure Thing,0.12,Avoid (Do Not Disturb),523819
2.82,46,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),524365
2.38,40,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),524895
2.03,22,0,0,1,1,0.38,0.29,0.09,Persuadable,0.32,Give Discount,525761
5.37,51,1,1,1,0,0.65,0.6,0.05,Persuadable,0.66,Give Discount,530514
1.75,28,0,0,1,1,0.21,0.12,0.09,Persuadable,0.13,Give Discount,533402
1.95,59,1,0,0,0,0.36,0.3,0.07,Persuadable,0.3,Give Discount,535473
2.22,39,0,0,0,0,0.63,0.71,-0.08,Do Not Disturb,0.7,Avoid (Do Not Disturb),535553
1.02,31,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,537904
0.47,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,537922
6.67,39,1,0,1,0,0.66,0.66,0.0,Sure Thing,0.69,No Action,538680
2.32,51,1,0,1,0,0.67,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),540180
1.27,40,0,1,0,0,0.2,0.1,0.1,Persuadable,0.11,Give Discount,541001
0.5,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,542976
0.67,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,543696
2.1,51,0,0,0,0,0.62,0.57,0.05,Persuadable,0.58,Give Discount,544604
2.57,32,0,1,1,0,0.68,0.66,0.02,Sure Thing,0.64,No Action,545300
6.2,33,1,0,0,1,0.65,0.6,0.05,Persuadable,0.65,Give Discount,546679
0.78,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,547201
0.73,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.0,No Action,547594
4.4,33,0,0,0,0,0.67,0.62,0.05,Sure Thing,0.66,No Action,548587
2.32,35,0,0,1,0,0.69,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),554956
2.9,16,0,0,0,0,0.47,0.34,0.13,Persuadable,0.35,Give Discount,557879
0.48,58,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,558204
3.32,41,1,0,1,0,0.68,0.7,-0.02,Sure Thing,0.7,No Discount (Sure Thing),559093
2.45,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),559782
1.37,31,0,1,0,0,0.26,0.12,0.14,Persuadable,0.13,Give Discount,564596
1.4,35,0,0,1,0,0.15,0.11,0.03,Sure Thing,0.12,No Action,564606
3.82,35,1,1,0,0,0.66,0.66,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),569342
0.38,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.0,No Action,571913
2.77,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),578607
0.9,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,583976
0.27,34,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,586631
0.5,35,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,587899
2.13,35,0,0,0,0,0.62,0.59,0.04,Sure Thing,0.59,No Action,592132
0.48,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,593494
2.3,65,1,0,0,0,0.4,0.35,0.04,Sure Thing,0.31,No Action,594000
0.88,66,1,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,596349
0.25,63,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,597955
1.25,39,0,1,0,0,0.11,0.1,0.0,Sure Thing,0.1,No Action,600287
2.23,37,0,1,1,0,0.59,0.68,-0.09,Do Not Disturb,0.67,Avoid (Do Not Disturb),605945
2.77,28,0,0,1,0,0.69,0.68,0.01,Sure Thing,0.67,No Action,606648
3.22,39,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),616715
0.6,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,618201
0.63,21,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.0,No Action,620991
4.13,57,1,0,1,0,0.52,0.58,-0.05,Do Not Disturb,0.57,Avoid (Do Not Disturb),621081
0.38,34,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,622248
1.47,36,0,1,0,0,0.25,0.12,0.13,Persuadable,0.13,Give Discount,625089
5.57,39,0,0,0,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),641102
1.52,35,1,0,0,0,0.19,0.13,0.06,Persuadable,0.14,Give Discount,648983
1.73,43,1,1,0,0,0.25,0.13,0.12,Persuadable,0.14,Give Discount,651193
2.47,54,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),653724
2.63,61,1,0,0,0,0.6,0.56,0.03,Sure Thing,0.53,No Action,653838
1.47,34,0,0,0,0,0.19,0.12,0.07,Persuadable,0.13,Give Discount,661639
0.87,36,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,672468
0.4,47,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,677842
0.53,69,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,685594
0.27,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,736075
2.27,50,0,0,1,0,0.68,0.71,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),739734
1.77,18,1,1,0,0,0.22,0.13,0.1,Persuadable,0.12,Give Discount,217114
1.75,40,1,1,1,1,0.27,0.13,0.14,Persuadable,0.15,Give Discount,357737
1.87,48,1,0,0,0,0.26,0.17,0.1,Persuadable,0.17,Give Discount,375751
0.77,45,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,380757
3.02,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),403881
1.42,46,1,1,0,1,0.23,0.12,0.11,Persuadable,0.13,Give Discount,413340
4.6,52,0,0,0,1,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),435596
5.2,38,1,1,0,0,0.65,0.6,0.04,Sure Thing,0.66,No Action,440212
0.38,30,0,1,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,473847
1.87,47,0,1,0,0,0.28,0.19,0.09,Persuadable,0.17,Give Discount,476535
2.55,46,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),488918
4.02,40,0,0,1,0,0.66,0.68,-0.02,Sure Thing,0.7,No Discount (Sure Thing),500974
0.85,25,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,503918
2.12,51,1,1,0,0,0.6,0.53,0.07,Persuadable,0.52,Give Discount,506652
2.32,45,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),509162
3.33,41,1,0,0,0,0.68,0.7,-0.01,Sure Thing,0.7,No Discount (Sure Thing),511489
1.38,23,0,0,0,0,0.13,0.11,0.02,Sure Thing,0.11,No Action,512945
0.62,37,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,514623
1.77,32,0,1,1,1,0.26,0.13,0.13,Persuadable,0.15,Give Discount,515502
0.27,39,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,516296
1.35,49,1,0,0,0,0.16,0.12,0.04,Sure Thing,0.12,No Action,516543
2.28,54,0,0,1,0,0.65,0.72,-0.06,Do Not Disturb,0.71,No Discount (Sure Thing),517491
3.03,16,0,0,1,1,0.48,0.33,0.15,Persuadable,0.34,Give Discount,525212
0.38,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,526084
2.12,46,1,0,1,0,0.63,0.56,0.07,Persuadable,0.57,Give Discount,526102
2.03,55,1,0,1,0,0.58,0.51,0.06,Persuadable,0.53,Give Discount,526258
1.82,35,0,0,0,1,0.19,0.12,0.07,Persuadable,0.13,Give Discount,528421
3.4,44,1,1,1,0,0.67,0.67,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),530773
0.4,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,532312
1.0,40,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,535896
0.67,54,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,536034
2.35,20,0,1,1,0,0.44,0.31,0.13,Persuadable,0.31,Give Discount,537212
2.68,51,1,1,1,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),538458
0.37,21,0,1,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,538463
3.02,51,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),546256
3.48,16,0,0,0,0,0.41,0.3,0.11,Persuadable,0.32,Give Discount,547594
3.07,39,0,0,0,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),547613
2.37,46,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),556887
2.78,41,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),559918
1.27,37,1,0,0,0,0.16,0.13,0.03,Sure Thing,0.12,No Action,564100
1.08,32,0,0,0,0,0.06,0.03,0.02,Sure Thing,0.04,No Action,565251
0.38,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,566096
5.9,45,0,1,1,1,0.66,0.62,0.04,Sure Thing,0.67,No Action,566702
4.2,52,1,1,1,0,0.65,0.65,0.0,Sure Thing,0.67,No Action,566881
0.88,53,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,570291
1.35,40,1,1,0,0,0.17,0.11,0.06,Persuadable,0.13,Give Discount,580944
1.43,52,1,0,1,0,0.18,0.12,0.06,Persuadable,0.13,Give Discount,581901
2.32,53,1,1,1,0,0.66,0.68,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),583297
0.98,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),584549
0.83,36,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,591328
0.25,47,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,592929
3.67,40,1,0,1,0,0.68,0.69,-0.01,Sure Thing,0.7,No Discount (Sure Thing),608296
0.62,26,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,613164
3.28,52,1,1,1,0,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),619321
0.5,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,626114
1.23,37,0,0,0,0,0.09,0.11,-0.02,Sure Thing,0.11,Avoid (Do Not Disturb),630609
1.0,31,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,631174
1.92,50,0,0,0,0,0.29,0.2,0.09,Persuadable,0.22,Give Discount,635587
0.62,34,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,636739
1.58,45,1,1,0,1,0.26,0.12,0.13,Persuadable,0.14,Give Discount,643645
0.87,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.0,No Action,647862
1.0,50,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),671975
0.73,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,676707
2.5,52,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),678888
2.05,37,1,0,0,1,0.6,0.54,0.06,Persuadable,0.57,Give Discount,724581
1.62,34,0,1,0,0,0.23,0.12,0.1,Persuadable,0.14,Give Discount,756030
6.95,45,0,0,0,0,0.7,0.67,0.03,Sure Thing,0.7,No Discount (Sure Thing),785107
2.98,42,1,0,1,0,0.69,0.71,-0.02,Sure Thing,0.7,No Discount (Sure Thing),442484
13.52,44,0,0,1,0,0.77,0.7,0.07,Persuadable,0.75,No Discount (Sure Thing),458479
1.35,55,0,0,0,0,0.18,0.11,0.07,Persuadable,0.12,Give Discount,465731
3.15,33,0,0,1,0,0.7,0.68,0.01,Sure Thing,0.67,No Action,476124
0.53,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,478834
0.3,41,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,482335
2.37,47,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),486113
0.72,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,493177
0.92,36,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,502626
0.63,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.01,No Action,513627
1.4,32,0,0,0,0,0.16,0.12,0.05,Sure Thing,0.13,No Action,517819
1.58,29,0,0,1,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,519254
1.13,56,0,1,0,0,0.09,0.02,0.07,Persuadable,0.03,Give Discount,519846
2.18,52,1,1,0,0,0.6,0.65,-0.05,Do Not Disturb,0.63,Avoid (Do Not Disturb),520851
5.78,31,0,0,0,0,0.68,0.61,0.06,Persuadable,0.66,Give Discount,521282
2.33,29,0,1,1,1,0.67,0.66,0.01,Sure Thing,0.64,No Action,524807
1.0,35,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,527359
2.17,41,0,0,1,0,0.64,0.68,-0.04,Do Not Disturb,0.66,Avoid (Do Not Disturb),528490
2.03,39,0,0,1,0,0.6,0.52,0.08,Persuadable,0.53,Give Discount,529338
0.48,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,531926
5.07,40,0,1,0,0,0.67,0.62,0.05,Sure Thing,0.67,No Action,533123
1.38,42,1,0,0,0,0.17,0.12,0.05,Persuadable,0.12,Give Discount,534445
2.0,39,0,1,0,0,0.5,0.46,0.04,Sure Thing,0.46,No Action,536656
3.58,18,0,1,1,0,0.38,0.26,0.12,Persuadable,0.27,Give Discount,545247
6.05,46,1,0,0,0,0.67,0.66,0.01,Sure Thing,0.69,No Action,547836
0.98,31,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,551890
4.37,51,1,0,0,0,0.68,0.67,0.01,Sure Thing,0.7,No Action,552760
2.0,47,1,0,1,0,0.47,0.52,-0.05,Do Not Disturb,0.53,Avoid (Do Not Disturb),553955
0.75,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,559164
0.62,40,1,0,0,1,0.01,0.01,0.01,Sure Thing,0.0,No Action,560478
0.68,19,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,561687
2.22,41,0,0,1,0,0.64,0.71,-0.07,Do Not Disturb,0.7,Avoid (Do Not Disturb),561950
0.52,37,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,564604
1.5,19,0,0,0,0,0.2,0.1,0.1,Persuadable,0.1,Give Discount,565280
4.1,41,1,1,1,0,0.64,0.66,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),570144
3.07,41,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),570782
5.32,47,0,1,0,0,0.68,0.62,0.06,Persuadable,0.67,Give Discount,572396
3.17,42,0,0,1,1,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),574794
1.35,44,1,0,0,0,0.15,0.12,0.04,Sure Thing,0.12,No Action,575561
4.23,36,0,0,0,0,0.68,0.68,0.0,Sure Thing,0.7,No Discount (Sure Thing),577638
0.93,49,1,1,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,579065
3.75,48,1,0,1,0,0.69,0.69,0.01,Sure Thing,0.7,No Discount (Sure Thing),581269
6.15,44,1,1,0,0,0.65,0.6,0.04,Sure Thing,0.66,No Action,583087
3.47,34,1,1,1,0,0.66,0.65,0.01,Sure Thing,0.64,No Action,590843
3.42,21,0,0,0,0,0.5,0.29,0.21,Persuadable,0.32,Give Discount,593833
4.72,35,1,0,1,0,0.66,0.66,0.0,Sure Thing,0.69,No Action,594042
2.92,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),597836
0.13,41,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,599454
2.17,42,0,0,0,0,0.64,0.68,-0.04,Do Not Disturb,0.66,Avoid (Do Not Disturb),606333
1.25,53,1,1,0,0,0.11,0.11,0.0,Sure Thing,0.11,No Action,616692
3.05,32,0,0,1,1,0.7,0.68,0.02,Sure Thing,0.67,No Action,619432
0.5,51,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,622813
1.97,39,1,1,0,0,0.39,0.33,0.05,Persuadable,0.32,Give Discount,623142
2.5,55,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,Avoid (Do Not Disturb),626986
2.4,24,0,0,0,0,0.53,0.33,0.2,Persuadable,0.34,Give Discount,631201
2.72,35,1,0,1,0,0.68,0.7,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),648983
2.42,48,0,0,1,0,0.7,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),659664
2.65,38,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),665329
0.42,33,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,679831
2.68,20,0,1,1,0,0.43,0.33,0.1,Persuadable,0.31,Give Discount,691541
2.3,45,1,1,1,0,0.66,0.68,-0.02,Do Not Disturb,0.67,Avoid (Do Not Disturb),693765
2.17,37,0,0,0,0,0.63,0.68,-0.05,Do Not Disturb,0.66,Avoid (Do Not Disturb),714565
0.62,42,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,722939
0.77,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,748759
1.22,37,1,0,0,0,0.08,0.12,-0.04,Do Not Disturb,0.12,Avoid (Do Not Disturb),299476
0.5,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,441982
0.12,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,449326
1.58,36,0,0,0,0,0.18,0.12,0.06,Persuadable,0.12,Give Discount,456671
2.75,16,0,0,0,0,0.5,0.33,0.17,Persuadable,0.35,Give Discount,494484
5.57,71,1,0,0,0,0.31,0.32,-0.01,Sure Thing,0.28,Avoid (Do Not Disturb),500791
2.5,53,1,0,1,0,0.69,0.71,-0.02,Sure Thing,0.7,No Discount (Sure Thing),510899
8.13,44,0,0,1,0,0.7,0.67,0.03,Sure Thing,0.7,No Discount (Sure Thing),513220
2.28,45,1,0,0,0,0.67,0.7,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),514164
1.38,51,1,0,0,0,0.17,0.12,0.05,Sure Thing,0.13,No Action,515778
2.18,25,0,0,0,0,0.54,0.54,-0.0,Sure Thing,0.58,Avoid (Do Not Disturb),516682
0.85,35,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,517467
0.27,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,517486
1.83,46,1,0,0,0,0.25,0.14,0.11,Persuadable,0.14,Give Discount,517803
2.67,31,0,0,1,0,0.7,0.68,0.02,Sure Thing,0.67,No Action,519694
1.62,35,1,0,0,0,0.18,0.13,0.05,Sure Thing,0.13,No Action,520291
3.93,52,1,1,1,0,0.65,0.66,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),520851
1.83,40,0,0,0,0,0.25,0.12,0.13,Persuadable,0.13,Give Discount,522513
3.02,44,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),522937
2.03,54,1,0,1,0,0.59,0.52,0.07,Persuadable,0.53,Give Discount,522944
3.13,41,1,0,1,0,0.68,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),525975
1.93,46,0,1,0,0,0.37,0.24,0.13,Persuadable,0.26,Give Discount,526372
0.52,40,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,527490
4.57,40,0,0,1,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),530039
0.5,22,1,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,532711
1.53,16,0,0,0,0,0.23,0.1,0.12,Persuadable,0.11,Give Discount,532730
1.7,39,0,0,0,0,0.21,0.11,0.1,Persuadable,0.12,Give Discount,533302
0.15,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,533985
0.62,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,539338
0.23,45,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,539864
0.7,51,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.0,No Action,550300
0.25,57,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,552384
2.85,50,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),555698
2.67,33,0,0,1,0,0.7,0.68,0.01,Sure Thing,0.67,No Action,556127
3.0,47,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),558018
3.92,41,0,0,1,0,0.67,0.69,-0.02,Sure Thing,0.7,No Discount (Sure Thing),560195
2.57,45,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),560291
1.35,40,1,1,0,0,0.17,0.11,0.06,Persuadable,0.13,Give Discount,561707
2.5,26,0,0,0,0,0.64,0.68,-0.04,Do Not Disturb,0.67,Avoid (Do Not Disturb),563201
0.23,27,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,563853
2.15,45,1,0,1,0,0.62,0.59,0.04,Sure Thing,0.59,No Action,568385
2.47,46,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),571200
3.03,41,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),574003
1.97,42,0,1,0,0,0.44,0.27,0.16,Persuadable,0.29,Give Discount,577287
1.25,29,0,1,0,0,0.11,0.11,0.01,Sure Thing,0.1,No Action,582227
0.95,36,0,1,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,592366
1.27,16,0,1,0,1,0.18,0.1,0.08,Persuadable,0.1,Give Discount,594875
1.63,37,0,1,0,0,0.22,0.12,0.1,Persuadable,0.13,Give Discount,595587
1.27,65,1,0,0,0,0.21,0.13,0.08,Persuadable,0.13,Give Discount,602921
2.73,45,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),602946
3.47,44,0,0,0,0,0.71,0.7,0.01,Sure Thing,0.71,No Discount (Sure Thing),603053
2.17,34,0,0,1,0,0.62,0.65,-0.03,Do Not Disturb,0.63,Avoid (Do Not Disturb),608629
0.4,63,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,608866
0.63,30,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,616125
1.45,39,1,1,0,0,0.22,0.12,0.1,Persuadable,0.13,Give Discount,618392
0.4,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,623850
