session_duration,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,expected_value,decision,user_id
0.77,0.0,44,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.43,Low Priority,532390
2.23,0.0,26,0,0,1,0,0.25,0.16,0.08,Persuadable,0.17,-6.85,Low Priority,532410
3.7,0.0,68,1,0,1,0,0.23,0.15,0.08,Persuadable,0.15,-6.67,Low Priority,532432
0.48,0.0,30,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,532433
5.45,377.91,38,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.71,No Discount (Sure Thing),532500
1.0,0.0,48,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.5,Low Priority,532519
1.48,0.0,48,1,0,0,0,0.23,0.13,0.11,Persuadable,0.14,-4.17,Low Priority,532622
0.47,0.0,33,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.79,Low Priority,532651
0.4,0.0,46,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.88,Low Priority,532653
2.37,0.0,31,0,0,0,0,0.24,0.16,0.08,Persuadable,0.17,-6.77,Low Priority,532656
1.78,0.0,40,1,0,0,0,0.24,0.13,0.11,Persuadable,0.14,-4.45,Low Priority,532705
3.48,312.38,23,0,0,1,0,0.92,0.92,0.01,Sure Thing,0.91,-14.41,No Discount (Sure Thing),532710
0.88,0.0,22,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.24,Low Priority,532711
0.8,0.0,38,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.01,Avoid (Do Not Disturb),532725
1.67,0.0,16,0,0,0,0,0.19,0.11,0.07,Sure Thing,0.12,-7.51,Low Priority,532730
4.82,264.98,39,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.88,No Discount (Sure Thing),532748
1.38,0.0,41,0,1,0,0,0.22,0.12,0.1,Persuadable,0.13,-4.73,Low Priority,532835
1.9,0.0,39,1,0,0,0,0.24,0.14,0.1,Persuadable,0.15,-4.89,Low Priority,532843
5.2,460.13,49,1,1,1,0,0.91,0.92,-0.02,Do Not Disturb,0.92,-16.89,No Discount (Sure Thing),532866
2.28,0.0,21,0,0,0,0,0.24,0.14,0.1,Persuadable,0.15,-4.91,Low Priority,532905
0.65,0.0,47,1,1,0,1,0.01,0.01,0.0,Sure Thing,0.01,-14.52,Low Priority,533048
0.13,0.0,49,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,533117
0.62,0.0,42,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.37,Low Priority,330893
5.68,0.0,16,0,0,0,1,0.23,0.12,0.11,Persuadable,0.14,-4.13,Low Priority,350648
2.75,0.0,38,0,1,0,0,0.24,0.15,0.08,Persuadable,0.17,-6.73,Low Priority,353694
1.6,0.0,24,0,0,1,0,0.21,0.13,0.08,Persuadable,0.13,-7.04,Low Priority,374341
1.43,0.0,16,0,0,0,0,0.19,0.12,0.08,Sure Thing,0.12,-7.49,Low Priority,386469
2.0,0.0,49,1,1,1,0,0.24,0.15,0.09,Persuadable,0.16,-6.49,Low Priority,388328
0.27,0.0,39,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,388947
0.15,0.0,40,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,389434
1.13,0.0,31,0,1,0,0,0.08,0.03,0.05,Sure Thing,0.03,-9.7,Low Priority,389759
2.23,33.15,44,1,0,1,0,0.89,0.93,-0.04,Do Not Disturb,0.92,-18.56,No Discount (Sure Thing),415381
0.9,0.0,48,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.38,Low Priority,424553
2.92,0.0,64,1,1,0,0,0.21,0.15,0.06,Sure Thing,0.17,-8.96,Low Priority,429345
3.18,0.0,24,0,1,0,1,0.23,0.13,0.1,Persuadable,0.15,-4.88,Low Priority,433339
2.68,0.0,41,0,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.51,Low Priority,437069
2.9,0.0,54,0,0,0,0,0.25,0.15,0.1,Persuadable,0.18,-4.85,Low Priority,448154
4.57,510.27,37,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.76,No Discount (Sure Thing),449326
0.73,0.0,41,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.37,Low Priority,454934
2.87,0.0,44,0,0,0,0,0.25,0.15,0.1,Persuadable,0.18,-5.11,Low Priority,458479
0.62,0.0,32,1,0,0,0,0.0,0.0,-0.0,Lost Cause,0.01,-15.09,Avoid (Do Not Disturb),465531
0.83,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),483982
0.9,0.0,37,0,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),489096
4.88,335.55,50,1,1,1,0,0.9,0.93,-0.02,Do Not Disturb,0.92,-17.45,No Discount (Sure Thing),490517
0.85,0.0,40,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,491930
1.2,0.0,53,1,1,0,0,0.11,0.12,-0.01,Do Not Disturb,0.13,-15.92,Avoid (Do Not Disturb),495592
1.35,0.0,44,0,0,0,0,0.2,0.12,0.09,Persuadable,0.13,-6.44,Low Priority,499313
2.7,412.26,42,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.33,No Discount (Sure Thing),499375
1.63,0.0,35,0,1,0,0,0.23,0.13,0.1,Persuadable,0.14,-4.7,Low Priority,499780
0.37,0.0,16,0,1,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.33,Avoid (Do Not Disturb),500288
3.72,0.0,18,0,0,1,0,0.25,0.13,0.12,Persuadable,0.14,-2.67,Low Priority,500299
1.48,0.0,40,1,1,0,0,0.25,0.12,0.12,Persuadable,0.14,-2.86,Low Priority,500972
1.12,0.0,25,0,0,0,0,0.1,0.03,0.07,Sure Thing,0.04,-8.47,Low Priority,503058
2.0,319.69,32,0,0,1,0,0.74,0.83,-0.09,Do Not Disturb,0.83,-24.08,No Discount (Sure Thing),504473
2.38,302.63,62,1,0,1,0,0.9,0.92,-0.02,Do Not Disturb,0.91,-16.69,No Discount (Sure Thing),504610
4.98,0.0,38,0,0,0,0,0.25,0.14,0.11,Persuadable,0.17,-3.84,Low Priority,508940
0.5,0.0,36,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,511093
0.48,0.0,29,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.54,Low Priority,509765
0.92,0.0,28,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.59,Low Priority,510079
3.98,594.88,46,1,0,1,0,0.92,0.92,-0.01,Do Not Disturb,0.93,-15.79,No Discount (Sure Thing),510494
3.17,217.24,40,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.43,No Discount (Sure Thing),510836
0.88,0.0,34,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.94,Low Priority,511055
3.57,573.78,52,1,0,1,0,0.92,0.93,-0.01,Lost Cause,0.93,-15.58,No Discount (Sure Thing),511195
3.58,94.14,46,1,0,1,0,0.93,0.93,-0.0,Lost Cause,0.93,-15.23,No Discount (Sure Thing),511783
1.0,0.0,44,1,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.72,Low Priority,512063
2.52,708.04,29,0,0,1,0,0.92,0.92,-0.01,Do Not Disturb,0.93,-15.58,No Discount (Sure Thing),512078
1.25,0.0,36,1,1,1,0,0.15,0.12,0.03,Sure Thing,0.13,-12.29,Low Priority,512243
3.6,0.0,16,0,1,0,1,0.2,0.13,0.07,Sure Thing,0.13,-8.18,Low Priority,512397
0.98,0.0,41,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.17,Avoid (Do Not Disturb),513164
2.22,281.56,48,1,1,1,0,0.89,0.92,-0.03,Do Not Disturb,0.92,-18.36,No Discount (Sure Thing),513387
0.88,0.0,34,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.94,Low Priority,513441
2.82,194.54,57,1,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.66,No Discount (Sure Thing),513627
0.75,0.0,35,1,0,0,0,0.01,0.0,0.0,Lost Cause,0.01,-14.88,Low Priority,513844
8.53,0.0,49,1,1,1,0,0.24,0.14,0.09,Persuadable,0.16,-5.68,Low Priority,515004
0.6,0.0,33,1,0,0,0,0.0,0.0,-0.0,Lost Cause,0.01,-15.09,Avoid (Do Not Disturb),515516
3.47,0.0,22,0,0,0,0,0.25,0.13,0.12,Persuadable,0.14,-3.31,Low Priority,515523
1.67,0.0,35,0,0,0,0,0.2,0.13,0.08,Sure Thing,0.13,-7.31,Low Priority,516152
0.47,0.0,46,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.47,Low Priority,516368
3.87,0.0,43,1,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.96,Low Priority,517543
4.32,1747.94,29,0,0,1,0,0.91,0.91,0.0,Lost Cause,0.91,-14.94,No Discount (Sure Thing),517674
0.6,0.0,25,1,1,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.55,Low Priority,517739
0.62,0.0,25,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,517871
1.65,0.0,52,1,1,0,0,0.23,0.13,0.09,Persuadable,0.15,-5.57,Low Priority,518281
0.63,0.0,47,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.42,Low Priority,518956
0.63,0.0,46,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.46,Low Priority,519541
4.13,646.32,41,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.76,No Discount (Sure Thing),519595
0.52,0.0,40,0,1,0,1,0.01,0.0,0.0,Sure Thing,0.01,-14.52,Low Priority,519853
0.62,0.0,48,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.95,Low Priority,520193
4.67,461.79,35,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.09,No Discount (Sure Thing),520291
0.53,0.0,57,1,1,0,0,0.02,0.01,0.01,Sure Thing,0.01,-13.94,Low Priority,520771
2.57,126.14,39,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.25,No Discount (Sure Thing),521295
0.48,0.0,42,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.99,Low Priority,521316
2.07,518.15,57,1,1,1,0,0.86,0.88,-0.02,Do Not Disturb,0.87,-17.34,No Discount (Sure Thing),521462
0.85,0.0,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.44,Low Priority,522118
1.97,0.0,36,0,1,0,0,0.23,0.14,0.09,Persuadable,0.15,-6.42,Low Priority,522373
1.38,0.0,31,0,1,0,0,0.24,0.12,0.12,Persuadable,0.14,-3.25,Low Priority,522523
1.68,0.0,38,1,1,0,0,0.25,0.14,0.11,Persuadable,0.16,-3.95,Low Priority,522911
0.98,0.0,42,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-15.0,Low Priority,522939
3.02,250.71,37,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.0,No Discount (Sure Thing),523338
0.52,0.0,36,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.65,Low Priority,523511
2.83,754.17,52,1,1,1,0,0.9,0.93,-0.03,Do Not Disturb,0.92,-17.94,No Discount (Sure Thing),523807
0.88,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),523866
1.12,0.0,42,0,0,0,0,0.08,0.03,0.05,Sure Thing,0.03,-10.15,Low Priority,524098
0.85,0.0,48,1,1,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.54,Low Priority,524251
1.78,0.0,21,0,0,0,0,0.22,0.13,0.09,Persuadable,0.13,-6.03,Low Priority,524484
2.48,286.09,45,1,0,0,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.04,No Discount (Sure Thing),524728
14.25,0.0,25,0,0,0,0,0.32,0.29,0.04,Sure Thing,0.25,-11.31,Low Priority,525377
2.0,0.0,47,0,1,1,0,0.23,0.14,0.09,Persuadable,0.15,-5.82,Low Priority,525804
2.98,0.0,46,1,0,0,1,0.24,0.15,0.09,Persuadable,0.18,-6.09,Low Priority,526102
1.95,0.0,43,1,0,0,0,0.25,0.14,0.11,Persuadable,0.15,-4.06,Low Priority,526367
0.62,0.0,43,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.4,Low Priority,526443
1.17,0.0,25,0,0,0,0,0.1,0.06,0.04,Sure Thing,0.07,-10.79,Low Priority,526740
3.47,638.51,28,0,0,1,0,0.93,0.92,0.01,Sure Thing,0.93,-13.98,No Discount (Sure Thing),526789
3.87,0.0,39,1,1,0,1,0.23,0.16,0.07,Sure Thing,0.17,-7.67,Low Priority,527046
2.3,263.48,44,1,0,1,0,0.9,0.93,-0.03,Do Not Disturb,0.93,-18.2,No Discount (Sure Thing),527109
3.03,0.0,16,0,0,0,0,0.23,0.13,0.09,Persuadable,0.14,-5.76,Low Priority,527321
0.5,0.0,56,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.45,Low Priority,527801
0.9,0.0,28,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.61,Low Priority,527945
2.28,448.17,38,1,0,0,0,0.88,0.93,-0.05,Do Not Disturb,0.93,-19.95,No Discount (Sure Thing),528028
4.72,0.0,46,1,1,0,0,0.23,0.14,0.09,Persuadable,0.17,-6.13,Low Priority,528330
0.25,0.0,41,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,528378
2.45,240.3,35,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.11,No Discount (Sure Thing),528690
1.68,0.0,39,0,0,0,0,0.22,0.12,0.1,Persuadable,0.13,-5.04,Low Priority,529338
0.52,0.0,42,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,529510
0.62,0.0,42,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.4,Low Priority,529768
2.1,705.79,50,1,1,0,0,0.87,0.89,-0.02,Do Not Disturb,0.88,-16.55,No Discount (Sure Thing),530329
1.5,0.0,30,1,1,1,0,0.27,0.13,0.14,Persuadable,0.15,-1.22,Low Priority,530371
0.75,0.0,31,1,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.2,Avoid (Do Not Disturb),530374
3.18,0.0,58,0,0,0,0,0.25,0.14,0.11,Persuadable,0.17,-3.92,Low Priority,530672
0.35,0.0,44,1,1,0,1,0.01,0.01,0.01,Sure Thing,0.01,-14.43,Low Priority,530773
0.27,0.0,47,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.52,Low Priority,530833
0.38,0.0,19,0,1,0,1,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,530873
0.98,0.0,44,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.51,Low Priority,531027
1.95,0.0,54,1,1,0,0,0.23,0.16,0.08,Persuadable,0.16,-7.14,Low Priority,531144
1.98,98.35,39,0,0,1,0,0.77,0.84,-0.07,Do Not Disturb,0.83,-21.89,No Discount (Sure Thing),531158
0.85,0.0,50,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.22,Low Priority,531253
0.78,0.0,19,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.78,Low Priority,531615
1.08,0.0,20,0,0,0,0,0.06,0.04,0.02,Sure Thing,0.04,-12.52,Low Priority,531735
6.17,0.0,27,0,0,0,0,0.27,0.13,0.13,Persuadable,0.17,-1.71,Low Priority,531926
2.17,423.32,38,0,0,1,0,0.87,0.92,-0.05,Do Not Disturb,0.91,-20.04,No Discount (Sure Thing),531931
2.0,0.0,40,0,1,0,0,0.23,0.14,0.09,Persuadable,0.15,-6.2,Low Priority,532258
3.08,746.77,46,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.4,No Discount (Sure Thing),532653
2.13,172.36,49,0,0,1,0,0.88,0.9,-0.02,Do Not Disturb,0.89,-16.93,No Discount (Sure Thing),533117
3.12,363.69,40,0,1,0,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.11,No Discount (Sure Thing),533123
1.02,0.0,37,0,0,0,0,0.0,0.01,-0.0,Lost Cause,0.01,-15.31,Avoid (Do Not Disturb),533129
1.97,0.0,68,1,0,0,1,0.24,0.13,0.11,Persuadable,0.14,-3.93,Low Priority,533187
0.78,0.0,21,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.16,Low Priority,533204
2.65,287.19,51,0,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-17.15,No Discount (Sure Thing),533211
0.5,0.0,53,1,1,0,1,0.01,0.01,0.0,Sure Thing,0.01,-14.55,Low Priority,533222
1.27,0.0,51,0,0,0,0,0.2,0.12,0.09,Persuadable,0.13,-6.44,Low Priority,533283
1.98,752.39,39,1,0,1,0,0.64,0.82,-0.18,Do Not Disturb,0.82,-33.16,No Discount (Sure Thing),533291
1.1,0.0,39,0,0,0,0,0.05,0.03,0.02,Sure Thing,0.04,-13.07,Low Priority,533302
3.48,621.36,58,1,1,1,0,0.89,0.92,-0.03,Do Not Disturb,0.91,-18.03,No Discount (Sure Thing),533327
2.28,0.0,39,0,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.79,Low Priority,533357
0.88,0.0,39,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,533378
1.82,0.0,57,1,1,0,0,0.19,0.14,0.05,Sure Thing,0.15,-10.02,Low Priority,533393
0.77,0.0,28,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.59,Low Priority,533402
12.48,0.0,38,1,0,1,0,0.28,0.35,-0.07,Do Not Disturb,0.26,-22.05,Avoid (Do Not Disturb),533404
1.57,0.0,34,0,0,0,0,0.21,0.13,0.09,Persuadable,0.13,-6.2,Low Priority,533411
2.97,330.43,56,1,1,0,0,0.9,0.92,-0.02,Do Not Disturb,0.91,-17.13,No Discount (Sure Thing),533464
2.13,49.56,39,0,0,1,0,0.87,0.91,-0.03,Do Not Disturb,0.89,-18.49,No Discount (Sure Thing),533490
2.87,485.15,35,0,0,1,1,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.25,No Discount (Sure Thing),533497
3.68,615.93,50,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.62,No Discount (Sure Thing),533518
1.38,0.0,24,1,0,0,0,0.21,0.13,0.08,Persuadable,0.13,-6.89,Low Priority,533527
3.47,326.65,46,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.94,No Discount (Sure Thing),533542
0.95,0.0,32,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,533550
8.12,0.0,44,1,1,0,0,0.23,0.14,0.09,Persuadable,0.16,-6.36,Low Priority,533617
0.37,0.0,44,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.43,Low Priority,533759
0.38,0.0,47,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,533827
2.68,0.0,33,1,0,0,0,0.24,0.17,0.07,Sure Thing,0.17,-7.85,Low Priority,533846
0.37,0.0,56,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.49,Low Priority,533859
1.25,0.0,25,0,0,0,0,0.11,0.12,-0.0,Lost Cause,0.13,-15.44,Avoid (Do Not Disturb),533908
2.5,0.0,33,1,1,1,1,0.24,0.17,0.07,Sure Thing,0.18,-8.01,Low Priority,533932
0.83,0.0,31,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.92,Low Priority,533985
2.33,696.37,41,1,0,0,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-17.44,No Discount (Sure Thing),534045
0.48,0.0,60,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.28,Low Priority,534082
0.65,0.0,39,1,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,-14.53,Low Priority,534179
2.05,0.0,37,1,1,0,1,0.22,0.17,0.06,Sure Thing,0.18,-9.18,Low Priority,534190
2.03,573.05,22,0,0,1,0,0.73,0.78,-0.05,Do Not Disturb,0.75,-19.85,No Discount (Sure Thing),534254
2.85,499.08,40,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.35,No Discount (Sure Thing),534351
4.13,0.0,41,0,1,0,0,0.23,0.14,0.09,Persuadable,0.16,-5.7,Low Priority,534360
7.0,0.0,42,1,0,0,0,0.25,0.15,0.1,Persuadable,0.17,-5.09,Low Priority,534445
0.92,0.0,43,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,534474
4.33,0.0,37,0,1,0,0,0.24,0.14,0.1,Persuadable,0.17,-4.93,Low Priority,534586
0.23,0.0,25,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.69,Low Priority,534604
4.17,211.12,34,0,0,0,0,0.91,0.92,-0.01,Do Not Disturb,0.93,-16.29,No Discount (Sure Thing),534607
3.0,314.92,35,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.97,No Discount (Sure Thing),534608
1.7,0.0,17,0,1,0,0,0.24,0.12,0.12,Persuadable,0.12,-3.03,Low Priority,534661
1.98,65.75,36,0,1,1,0,0.78,0.81,-0.02,Do Not Disturb,0.82,-17.43,No Discount (Sure Thing),534688
0.38,0.0,32,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.9,Low Priority,534703
1.05,0.0,35,0,0,0,0,0.01,0.02,-0.01,Do Not Disturb,0.02,-16.23,Avoid (Do Not Disturb),534747
0.87,0.0,25,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.69,Low Priority,534782
2.97,0.0,16,0,1,0,0,0.21,0.13,0.08,Persuadable,0.13,-7.18,Low Priority,534793
0.88,0.0,27,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.97,Low Priority,534825
4.25,188.68,44,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.69,No Discount (Sure Thing),534840
1.53,531.77,48,1,0,0,0,0.1,0.13,-0.03,Do Not Disturb,0.07,-17.93,Avoid (Do Not Disturb),534957
0.62,0.0,56,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.49,Low Priority,535003
4.43,128.41,41,0,0,1,1,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.87,No Discount (Sure Thing),535007
3.3,492.27,35,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.25,No Discount (Sure Thing),535024
1.52,0.0,50,0,1,1,0,0.25,0.12,0.12,Persuadable,0.14,-2.93,Low Priority,535035
1.97,0.0,47,1,0,1,0,0.25,0.14,0.11,Persuadable,0.14,-4.07,Low Priority,535051
1.23,0.0,36,0,0,0,0,0.11,0.12,-0.01,Do Not Disturb,0.12,-16.08,Avoid (Do Not Disturb),535063
2.27,0.0,36,0,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.61,Low Priority,535099
3.55,382.9,42,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.79,No Discount (Sure Thing),330893
2.55,0.0,40,0,0,0,0,0.24,0.16,0.08,Persuadable,0.18,-6.55,Low Priority,376159
0.77,0.0,30,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,386255
2.03,103.13,40,0,0,0,0,0.84,0.83,0.01,Sure Thing,0.83,-14.21,No Discount (Sure Thing),407275
1.6,0.0,42,1,0,0,0,0.23,0.13,0.1,Persuadable,0.14,-4.58,Low Priority,442484
1.9,0.0,16,0,0,0,0,0.19,0.12,0.07,Sure Thing,0.13,-8.21,Low Priority,458725
2.12,0.0,23,0,0,0,1,0.21,0.14,0.07,Sure Thing,0.15,-7.92,Low Priority,474278
0.88,0.0,73,0,0,0,0,0.06,0.01,0.06,Sure Thing,0.01,-9.1,Low Priority,481781
0.42,0.0,41,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.86,Low Priority,482335
2.03,0.0,38,0,1,0,0,0.26,0.15,0.11,Persuadable,0.15,-4.11,Low Priority,485780
1.42,358.6,41,0,0,0,0,0.09,0.12,-0.04,Do Not Disturb,0.07,-18.59,Avoid (Do Not Disturb),489730
2.63,239.64,55,1,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-15.81,No Discount (Sure Thing),490576
3.62,0.0,39,1,0,0,0,0.24,0.16,0.07,Sure Thing,0.18,-7.68,Low Priority,492497
0.25,0.0,34,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.94,Low Priority,499634
2.9,746.03,40,0,0,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.54,No Discount (Sure Thing),500974
2.43,422.97,33,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.93,-16.96,No Discount (Sure Thing),501830
1.48,0.0,40,1,0,0,0,0.24,0.13,0.11,Persuadable,0.14,-3.99,Low Priority,503621
0.28,0.0,35,0,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.81,Low Priority,505498
0.62,0.0,16,0,0,0,0,0.01,0.01,-0.0,Lost Cause,0.01,-15.1,Avoid (Do Not Disturb),506347
1.38,0.0,34,1,1,0,0,0.24,0.13,0.1,Persuadable,0.15,-4.65,Low Priority,510418
2.63,671.09,48,1,1,1,0,0.91,0.93,-0.02,Do Not Disturb,0.92,-16.91,No Discount (Sure Thing),510676
0.37,0.0,39,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,510779
1.92,356.3,32,0,0,0,0,0.17,0.55,-0.38,Do Not Disturb,0.46,-53.05,Avoid (Do Not Disturb),510890
0.38,0.0,39,0,0,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.8,Low Priority,511140
1.8,0.0,35,0,1,0,0,0.23,0.13,0.1,Persuadable,0.14,-4.92,Low Priority,511397
1.73,0.0,55,0,0,0,0,0.22,0.12,0.1,Persuadable,0.13,-5.19,Low Priority,511469
3.85,0.0,50,1,1,0,0,0.24,0.15,0.09,Persuadable,0.17,-5.96,Low Priority,511535
0.4,0.0,19,0,0,0,1,0.01,0.0,0.0,Lost Cause,0.01,-14.66,Low Priority,511568
3.32,426.55,47,0,0,1,0,0.92,0.93,-0.01,Do Not Disturb,0.93,-16.02,No Discount (Sure Thing),511800
0.38,0.0,51,1,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.41,Low Priority,512294
0.77,0.0,39,1,1,0,1,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,512529
1.3,0.0,36,1,0,0,0,0.17,0.13,0.03,Sure Thing,0.14,-11.88,Low Priority,512888
0.37,0.0,45,1,1,0,0,0.01,0.01,0.0,Lost Cause,0.01,-14.57,Low Priority,513031
0.37,0.0,30,0,1,0,0,0.01,0.01,0.01,Sure Thing,0.01,-14.49,Low Priority,513742
1.23,0.0,42,0,0,0,0,0.11,0.11,-0.01,Lost Cause,0.12,-15.55,Avoid (Do Not Disturb),514370
0.27,0.0,47,1,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,-14.52,Low Priority,514944
0.63,0.0,46,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,-14.47,Low Priority,515161
1.98,1402.34,33,1,0,1,0,0.6,0.75,-0.15,Do Not Disturb,0.78,-30.11,No Discount (Sure Thing),515200
