session_duration,page_clicks,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,expected_value,user_id
12.12,99,177.27,54,0,0,1,0,0.93,0.94,-0.0,Sure Thing,0.95,No Discount (Sure Thing),93.74,562275
2.58,21,529.3,41,0,1,1,1,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.91,564430
2.32,19,341.49,51,1,1,1,0,0.93,0.95,-0.02,Do Not Disturb,0.95,No Discount (Sure Thing),94.93,566061
2.12,17,26.45,44,0,0,1,1,0.84,0.92,-0.08,Do Not Disturb,0.9,No Discount (Sure Thing),91.57,588820
1.63,13,398.2,40,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,0.07,589489
1.45,12,318.89,28,1,1,0,1,0.02,0.0,0.02,Sure Thing,0.01,No Action,0.09,598715
2.83,23,116.61,54,1,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.1,602925
2.52,20,587.82,51,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,649378
2.1,17,3060.05,36,1,1,1,0,0.84,0.8,0.04,Sure Thing,0.8,No Discount (Sure Thing),80.14,653640
2.82,23,461.26,36,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.01,671367
3.05,25,735.98,41,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),94.97,676762
3.37,27,164.53,45,0,0,1,0,0.94,0.95,-0.01,Sure Thing,0.95,No Discount (Sure Thing),95.11,785107
120.0,155,2636.06,31,0,0,1,1,1.0,0.67,0.32,Persuadable,0.98,No Discount (Sure Thing),67.24,174997
42.16,42,3500.64,37,1,0,1,1,0.97,0.65,0.32,Persuadable,0.91,No Discount (Sure Thing),65.49,204997
120.0,200,1175.24,48,1,0,1,1,0.99,0.81,0.18,Persuadable,0.95,No Discount (Sure Thing),81.22,468409
10.0,10,255.37,51,1,0,1,1,0.9,0.45,0.46,Persuadable,0.88,No Discount (Sure Thing),44.59,510108
120.0,200,458.48,40,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),83.82,389434
120.0,129,1112.04,41,1,0,1,1,0.97,0.84,0.13,Persuadable,0.95,No Discount (Sure Thing),84.03,513787
120.0,200,186.97,50,0,0,1,1,0.99,0.81,0.18,Persuadable,0.96,No Discount (Sure Thing),81.49,514167
89.89,89,482.45,44,1,0,1,1,0.99,0.86,0.13,Persuadable,0.95,No Discount (Sure Thing),85.92,519747
120.0,200,108.6,40,1,1,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),84.9,357737
120.0,200,394.5,34,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.23,525844
120.0,200,67.78,50,1,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.36,435882
120.0,200,247.89,51,1,0,1,1,0.99,0.83,0.16,Persuadable,0.95,No Discount (Sure Thing),82.83,528953
120.0,184,150.38,45,1,0,1,1,0.99,0.8,0.19,Persuadable,0.96,No Discount (Sure Thing),80.43,518191
120.0,159,228.35,37,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),83.84,529205
120.0,200,603.61,32,1,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.45,538666
120.0,197,72.35,45,1,1,1,1,0.99,0.86,0.12,Persuadable,0.96,No Discount (Sure Thing),86.33,507395
120.0,200,391.97,42,1,1,1,1,0.99,0.86,0.13,Persuadable,0.96,No Discount (Sure Thing),85.63,542142
120.0,121,458.0,34,0,1,1,1,0.99,0.86,0.13,Persuadable,0.96,No Discount (Sure Thing),86.29,504916
40.43,40,266.59,39,1,0,1,1,0.97,0.85,0.12,Persuadable,0.95,No Discount (Sure Thing),85.42,538441
118.24,118,387.72,44,1,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.47,544406
104.68,104,328.66,50,1,1,1,1,0.98,0.88,0.1,Persuadable,0.96,No Discount (Sure Thing),88.3,359072
120.0,158,556.53,31,0,0,1,1,0.99,0.86,0.13,Persuadable,0.96,No Discount (Sure Thing),85.89,452532
120.0,126,283.59,35,0,1,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.4,538350
70.54,70,77.1,42,1,1,1,1,0.98,0.88,0.11,Persuadable,0.96,No Discount (Sure Thing),87.69,546395
120.0,148,236.96,55,1,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.33,523768
120.0,200,240.3,46,1,1,1,1,0.97,0.86,0.11,Persuadable,0.96,No Discount (Sure Thing),85.74,553773
30.9,30,232.86,32,0,0,1,1,0.98,0.88,0.09,Persuadable,0.95,No Discount (Sure Thing),88.32,521335
20.92,20,408.48,37,1,0,1,1,0.97,0.91,0.06,Persuadable,0.95,No Discount (Sure Thing),90.78,555310
120.0,144,523.44,39,0,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.09,522233
10.0,10,96.93,35,1,0,1,1,0.95,0.37,0.58,Persuadable,0.89,No Discount (Sure Thing),36.86,559068
10.42,10,330.92,32,0,0,1,1,0.93,0.33,0.59,Persuadable,0.86,No Discount (Sure Thing),33.41,534703
120.0,200,723.76,16,0,0,1,1,1.0,0.83,0.17,Persuadable,0.95,No Discount (Sure Thing),82.59,557879
120.0,200,247.71,39,0,0,1,1,0.99,0.82,0.17,Persuadable,0.95,No Discount (Sure Thing),82.13,514300
68.31,68,174.96,41,0,0,1,1,0.98,0.83,0.15,Persuadable,0.96,No Discount (Sure Thing),83.28,564620
76.57,76,541.54,42,0,1,1,1,0.98,0.86,0.12,Persuadable,0.96,No Discount (Sure Thing),86.16,541162
120.0,167,236.54,16,0,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.18,547594
60.18,60,386.46,37,1,1,1,1,0.98,0.88,0.1,Persuadable,0.95,No Discount (Sure Thing),87.87,541262
83.29,83,529.35,43,1,0,1,1,0.99,0.85,0.14,Persuadable,0.95,No Discount (Sure Thing),84.55,495029
46.76,46,361.0,43,0,0,1,1,0.97,0.84,0.14,Persuadable,0.96,No Discount (Sure Thing),83.69,504435
32.77,32,332.25,34,0,1,1,1,0.97,0.88,0.09,Persuadable,0.95,No Discount (Sure Thing),88.01,568602
120.0,200,991.37,37,0,0,1,1,0.99,0.83,0.17,Persuadable,0.96,No Discount (Sure Thing),82.72,516057
40.99,40,27.83,42,0,1,1,1,0.95,0.86,0.09,Persuadable,0.95,No Discount (Sure Thing),85.89,577287
105.54,105,384.53,42,1,0,1,1,0.99,0.85,0.14,Persuadable,0.95,No Discount (Sure Thing),85.47,534445
120.0,200,372.24,43,1,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.23,575554
43.74,43,714.32,53,1,0,1,1,0.98,0.85,0.13,Persuadable,0.96,No Discount (Sure Thing),84.95,546847
120.0,200,126.34,51,1,1,1,1,0.99,0.86,0.13,Persuadable,0.96,No Discount (Sure Thing),85.73,501947
15.65,15,428.59,42,1,0,1,1,0.89,0.47,0.41,Persuadable,0.88,No Discount (Sure Thing),47.28,431899
120.0,200,633.17,39,0,1,1,1,0.99,0.85,0.15,Persuadable,0.96,No Discount (Sure Thing),84.71,563059
120.0,200,433.04,21,0,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.18,593833
120.0,200,234.78,48,0,1,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),84.76,564495
116.1,116,311.27,54,1,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),84.95,559936
120.0,187,1234.04,42,0,0,1,1,0.99,0.82,0.18,Persuadable,0.96,No Discount (Sure Thing),81.77,508625
120.0,200,266.45,41,0,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.05,487453
120.0,196,51.59,36,0,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),81.69,536474
19.14,19,394.25,38,0,0,1,1,0.98,0.91,0.06,Persuadable,0.95,No Discount (Sure Thing),91.48,532725
10.0,10,213.39,41,0,0,1,1,0.91,0.37,0.54,Persuadable,0.86,No Discount (Sure Thing),37.3,535007
69.92,69,738.52,30,0,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.03,540614
60.33,60,217.17,26,1,1,1,1,0.97,0.88,0.1,Persuadable,0.95,No Discount (Sure Thing),87.62,581085
120.0,200,608.48,48,1,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.49,486751
120.0,200,103.79,42,0,0,1,1,0.99,0.81,0.18,Persuadable,0.96,No Discount (Sure Thing),81.48,586063
120.0,200,1864.5,41,1,0,1,1,0.99,0.81,0.18,Persuadable,0.96,No Discount (Sure Thing),80.65,511977
65.4,65,212.71,48,1,0,1,1,0.99,0.85,0.13,Persuadable,0.96,No Discount (Sure Thing),85.12,524980
120.0,200,1328.96,40,0,1,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),83.71,622418
120.0,200,603.78,34,0,0,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.78,518135
120.0,200,236.26,41,0,0,1,1,0.99,0.83,0.17,Persuadable,0.96,No Discount (Sure Thing),82.51,374331
37.68,37,688.09,54,1,1,1,1,0.97,0.86,0.11,Persuadable,0.96,No Discount (Sure Thing),85.96,584843
58.45,58,113.72,49,0,0,1,1,0.98,0.83,0.15,Persuadable,0.96,No Discount (Sure Thing),83.44,632136
10.0,10,935.93,30,0,0,1,1,0.94,0.32,0.62,Persuadable,0.87,No Discount (Sure Thing),31.81,467892
30.52,30,478.26,17,0,1,1,1,0.98,0.84,0.14,Persuadable,0.94,No Discount (Sure Thing),83.83,511552
46.04,46,6966.58,50,0,0,1,1,0.97,0.58,0.39,Persuadable,0.92,No Discount (Sure Thing),57.81,528743
119.31,119,205.66,51,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),82.96,546688
120.0,200,396.67,46,0,1,1,1,0.99,0.85,0.13,Persuadable,0.96,No Discount (Sure Thing),85.31,614748
120.0,200,783.19,25,0,0,1,1,1.0,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.79,642553
97.3,97,545.77,27,0,0,1,1,0.99,0.85,0.15,Persuadable,0.96,No Discount (Sure Thing),84.7,430722
37.78,37,715.38,36,1,1,1,1,0.97,0.87,0.1,Persuadable,0.95,No Discount (Sure Thing),86.82,550514
120.0,200,1200.2,46,1,1,1,1,0.99,0.82,0.16,Persuadable,0.95,No Discount (Sure Thing),82.23,516368
120.0,200,2701.54,50,1,1,1,1,0.99,0.63,0.35,Persuadable,0.97,No Discount (Sure Thing),63.22,520429
27.43,27,4.88,38,0,1,1,1,0.96,0.91,0.06,Persuadable,0.95,No Discount (Sure Thing),90.66,574409
118.02,118,88.78,41,1,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.04,599454
10.0,10,300.03,28,0,1,1,1,0.93,0.4,0.53,Persuadable,0.85,No Discount (Sure Thing),39.84,575908
120.0,200,131.57,43,0,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),81.59,645047
120.0,200,2036.28,66,1,0,1,1,0.99,0.59,0.4,Persuadable,0.94,No Discount (Sure Thing),58.63,529704
13.23,13,3786.36,62,1,0,1,1,0.86,0.37,0.49,Persuadable,0.82,No Discount (Sure Thing),36.96,544495
20.2,20,153.53,73,1,0,1,1,0.88,0.8,0.08,Persuadable,0.88,No Discount (Sure Thing),80.35,545763
120.0,200,375.52,37,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),82.98,330764
120.0,200,4000.38,46,1,0,1,1,0.99,0.55,0.45,Persuadable,0.96,No Discount (Sure Thing),54.61,542065
120.0,200,472.64,30,0,0,1,1,0.99,0.85,0.15,Persuadable,0.96,No Discount (Sure Thing),84.62,485658
120.0,200,6861.09,30,1,1,1,1,0.99,0.46,0.53,Persuadable,0.96,No Discount (Sure Thing),46.44,505172
120.0,200,710.59,38,1,1,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.51,530667
120.0,200,4233.88,33,1,1,1,1,0.99,0.44,0.55,Persuadable,0.97,No Discount (Sure Thing),44.3,533932
120.0,200,791.09,33,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.02,519469
50.5,50,256.74,50,1,1,1,1,0.97,0.88,0.09,Persuadable,0.95,No Discount (Sure Thing),87.59,520539
120.0,185,6194.48,60,1,1,1,1,0.99,0.5,0.49,Persuadable,0.96,No Discount (Sure Thing),49.76,517961
120.0,200,375.37,25,0,0,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.77,536212
56.18,56,9747.52,27,1,1,1,1,0.94,0.54,0.41,Persuadable,0.93,No Discount (Sure Thing),53.72,577901
21.53,21,339.19,38,0,0,1,1,0.98,0.91,0.07,Persuadable,0.95,No Discount (Sure Thing),90.57,590077
120.0,200,228.83,27,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.3,563853
120.0,200,4262.13,32,1,1,1,1,0.99,0.44,0.55,Persuadable,0.96,No Discount (Sure Thing),43.85,515610
60.77,60,1141.98,16,0,0,1,1,0.98,0.81,0.17,Persuadable,0.94,No Discount (Sure Thing),81.13,545089
120.0,200,540.88,44,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),83.77,619079
120.0,200,273.74,33,1,1,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.3,513875
120.0,169,385.02,34,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.32,561031
120.0,200,1720.36,27,0,1,1,1,1.0,0.81,0.19,Persuadable,0.96,No Discount (Sure Thing),80.72,525488
85.1,85,521.49,45,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),84.09,676570
120.0,200,4417.6,42,1,1,1,1,0.99,0.47,0.52,Persuadable,0.96,No Discount (Sure Thing),47.21,523715
120.0,200,4448.07,46,1,0,1,1,0.99,0.54,0.45,Persuadable,0.96,No Discount (Sure Thing),54.05,558114
82.81,82,44.81,49,1,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.21,618063
120.0,168,554.03,43,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),83.86,647662
48.28,48,2693.45,16,0,0,1,1,0.98,0.64,0.34,Persuadable,0.94,No Discount (Sure Thing),64.26,521818
63.64,63,3411.73,32,1,0,1,1,0.99,0.58,0.41,Persuadable,0.94,No Discount (Sure Thing),58.3,558851
120.0,200,357.66,36,0,1,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.33,526676
32.27,32,1904.91,24,0,0,1,1,0.97,0.85,0.12,Persuadable,0.96,No Discount (Sure Thing),85.05,547878
120.0,139,267.91,42,1,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.5,669449
80.38,80,2464.25,18,0,1,1,1,0.98,0.54,0.44,Persuadable,0.95,No Discount (Sure Thing),53.74,581679
87.26,87,1136.8,32,0,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),84.62,429375
120.0,200,900.58,42,0,1,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.59,474120
120.0,200,5312.72,39,1,0,1,1,0.99,0.5,0.5,Persuadable,0.96,No Discount (Sure Thing),49.56,492497
120.0,200,1228.73,43,0,0,1,1,0.99,0.83,0.17,Persuadable,0.96,No Discount (Sure Thing),82.77,512147
120.0,200,1678.18,38,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),82.84,418692
54.27,54,420.31,54,1,1,1,1,0.97,0.87,0.1,Persuadable,0.96,No Discount (Sure Thing),87.18,559695
120.0,200,702.34,16,0,0,1,1,1.0,0.82,0.18,Persuadable,0.95,No Discount (Sure Thing),82.01,655166
120.0,200,2671.44,71,1,0,1,1,0.99,0.56,0.43,Persuadable,0.97,No Discount (Sure Thing),56.1,547006
120.0,200,1844.51,46,0,1,1,1,0.98,0.81,0.17,Persuadable,0.96,No Discount (Sure Thing),80.76,489949
120.0,158,381.27,40,1,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),84.65,699411
120.0,200,474.78,47,1,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),84.04,586192
66.71,66,141.89,41,1,0,1,1,0.99,0.85,0.13,Persuadable,0.96,No Discount (Sure Thing),85.21,454934
120.0,200,11743.14,38,1,1,1,1,0.99,0.49,0.5,Persuadable,0.95,No Discount (Sure Thing),49.18,557569
120.0,200,2541.76,16,0,0,1,1,1.0,0.66,0.34,Persuadable,0.97,No Discount (Sure Thing),65.76,612220
120.0,200,984.54,44,1,1,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.21,709630
120.0,200,1799.15,25,0,0,1,1,1.0,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.39,485393
30.65,30,1774.83,48,1,1,1,1,0.96,0.85,0.12,Persuadable,0.95,No Discount (Sure Thing),84.66,587754
93.16,93,3861.04,37,0,1,1,1,0.99,0.52,0.47,Persuadable,0.97,No Discount (Sure Thing),51.76,598533
108.78,108,213.28,41,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.12,561950
120.0,140,489.87,25,0,0,1,1,0.99,0.86,0.14,Persuadable,0.96,No Discount (Sure Thing),85.86,736075
117.1,117,1937.13,41,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),84.5,497077
120.0,200,3317.47,16,0,1,1,1,0.99,0.44,0.56,Persuadable,0.93,No Discount (Sure Thing),43.59,519787
35.82,35,2622.9,41,1,0,1,1,0.97,0.72,0.25,Persuadable,0.9,No Discount (Sure Thing),71.6,530720
120.0,200,1083.24,24,0,0,1,1,1.0,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.56,553054
30.2,30,782.66,50,0,0,1,1,0.98,0.9,0.08,Persuadable,0.95,No Discount (Sure Thing),90.31,555698
120.0,200,88.5,39,1,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.42,561846
120.0,200,3943.24,52,1,0,1,1,0.99,0.53,0.46,Persuadable,0.96,No Discount (Sure Thing),53.09,567950
18.35,18,726.82,32,0,1,1,1,0.94,0.9,0.04,Sure Thing,0.93,No Discount (Sure Thing),90.12,594027
76.74,76,3449.39,34,0,0,1,1,0.99,0.57,0.42,Persuadable,0.93,No Discount (Sure Thing),57.01,511784
120.0,130,2115.27,25,0,0,1,1,1.0,0.82,0.17,Persuadable,0.97,No Discount (Sure Thing),82.34,635666
120.0,200,12935.06,23,1,1,1,1,0.99,0.51,0.48,Persuadable,0.96,No Discount (Sure Thing),51.09,516283
82.16,82,1471.17,22,0,0,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.02,531745
120.0,142,3812.78,21,0,1,1,1,1.0,0.43,0.57,Persuadable,0.96,No Discount (Sure Thing),43.01,545344
48.32,48,3209.51,49,1,0,1,1,0.97,0.68,0.3,Persuadable,0.94,No Discount (Sure Thing),67.86,527158
39.59,39,355.0,43,1,0,1,1,0.98,0.86,0.12,Persuadable,0.96,No Discount (Sure Thing),85.81,665593
40.23,40,373.83,83,1,0,1,1,0.92,0.78,0.14,Persuadable,0.92,No Discount (Sure Thing),78.05,542874
120.0,131,348.83,66,0,0,1,1,0.97,0.62,0.36,Persuadable,0.93,No Discount (Sure Thing),61.53,581729
10.0,10,708.54,42,1,1,1,1,0.93,0.45,0.49,Persuadable,0.87,No Discount (Sure Thing),44.69,547150
21.35,21,674.06,18,0,0,1,1,0.97,0.86,0.12,Persuadable,0.93,No Discount (Sure Thing),85.86,629812
120.0,146,270.18,44,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.37,697072
120.0,200,4494.24,51,1,1,1,1,0.99,0.47,0.51,Persuadable,0.96,No Discount (Sure Thing),47.4,583120
120.0,200,552.73,37,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),83.74,573648
120.0,200,263.48,43,1,1,1,1,0.99,0.85,0.14,Persuadable,0.96,No Discount (Sure Thing),85.25,521065
120.0,166,328.69,21,0,0,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.51,625555
57.91,57,2025.77,50,1,1,1,1,0.97,0.81,0.15,Persuadable,0.96,No Discount (Sure Thing),81.32,413658
10.0,10,1169.14,48,0,0,1,1,0.92,0.42,0.5,Persuadable,0.87,No Discount (Sure Thing),41.62,452034
120.0,143,339.73,36,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),84.31,527401
43.24,43,936.29,24,0,0,1,1,0.98,0.85,0.13,Persuadable,0.96,No Discount (Sure Thing),84.99,666292
120.0,200,483.26,37,1,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),84.01,204997
120.0,170,679.68,37,1,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),82.81,543222
10.0,10,716.34,17,0,0,1,1,0.91,0.34,0.57,Persuadable,0.88,No Discount (Sure Thing),33.54,592378
120.0,200,2737.92,36,0,1,1,1,0.99,0.58,0.41,Persuadable,0.97,No Discount (Sure Thing),57.86,616992
120.0,200,552.35,49,1,1,1,1,0.99,0.84,0.14,Persuadable,0.95,No Discount (Sure Thing),84.42,420669
17.46,17,982.47,34,0,1,1,1,0.94,0.87,0.07,Persuadable,0.92,No Discount (Sure Thing),86.88,513441
120.0,200,1500.06,46,1,0,1,1,0.99,0.8,0.19,Persuadable,0.96,No Discount (Sure Thing),80.43,526837
120.0,200,4706.0,26,1,0,1,1,0.99,0.49,0.51,Persuadable,0.96,No Discount (Sure Thing),48.85,527455
105.86,105,3819.33,26,0,0,1,1,1.0,0.51,0.49,Persuadable,0.98,No Discount (Sure Thing),50.84,516301
17.73,17,569.41,40,0,0,1,1,0.95,0.87,0.07,Persuadable,0.93,No Discount (Sure Thing),87.33,516806
120.0,200,524.61,45,0,1,1,1,0.99,0.86,0.13,Persuadable,0.96,No Discount (Sure Thing),85.69,511665
93.35,93,2133.2,29,0,1,1,1,0.99,0.79,0.2,Persuadable,0.97,No Discount (Sure Thing),79.37,566953
120.0,200,2438.1,55,1,0,1,1,0.99,0.65,0.34,Persuadable,0.97,No Discount (Sure Thing),65.23,518896
120.0,200,2461.09,46,0,0,1,1,0.99,0.68,0.31,Persuadable,0.97,No Discount (Sure Thing),68.47,531654
120.0,200,139.49,44,0,0,1,1,0.99,0.82,0.18,Persuadable,0.96,No Discount (Sure Thing),81.63,458479
24.15,24,2280.88,37,0,0,1,1,0.98,0.74,0.23,Persuadable,0.92,No Discount (Sure Thing),74.13,525610
107.95,107,439.21,66,1,0,1,1,0.99,0.71,0.28,Persuadable,0.92,No Discount (Sure Thing),70.79,620033
100.55,100,14466.33,53,1,1,1,1,0.9,0.53,0.37,Persuadable,0.95,No Discount (Sure Thing),53.05,552172
120.0,200,32.0,68,0,0,1,1,0.97,0.55,0.42,Persuadable,0.88,No Discount (Sure Thing),55.34,557762
120.0,145,136.69,28,0,0,1,1,0.99,0.85,0.15,Persuadable,0.96,No Discount (Sure Thing),84.71,570076
120.0,200,3288.0,20,0,1,1,1,1.0,0.43,0.57,Persuadable,0.92,No Discount (Sure Thing),43.12,519982
120.0,166,952.2,30,0,0,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.64,536000
120.0,200,21.81,25,0,1,1,1,0.97,0.86,0.11,Persuadable,0.96,No Discount (Sure Thing),86.47,590420
120.0,200,1346.9,39,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),82.91,597434
120.0,184,381.26,55,0,0,1,1,0.99,0.8,0.19,Persuadable,0.96,No Discount (Sure Thing),80.03,546131
120.0,193,5769.63,52,1,0,1,1,0.99,0.51,0.48,Persuadable,0.96,No Discount (Sure Thing),50.85,591063
98.52,98,237.15,27,0,0,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.7,541040
21.5,21,3374.61,44,1,0,1,1,0.97,0.71,0.26,Persuadable,0.88,No Discount (Sure Thing),70.97,579275
20.7,20,25.85,36,1,1,1,1,0.97,0.91,0.06,Persuadable,0.95,No Discount (Sure Thing),90.88,602769
120.0,200,65.35,26,0,0,1,1,0.99,0.83,0.16,Persuadable,0.96,No Discount (Sure Thing),83.37,608086
120.0,200,3030.84,22,0,0,1,1,1.0,0.55,0.44,Persuadable,0.97,No Discount (Sure Thing),55.32,692211
85.24,85,213.21,36,1,0,1,1,0.99,0.85,0.14,Persuadable,0.95,No Discount (Sure Thing),85.04,468832
10.0,10,4814.44,27,0,1,1,1,0.96,0.33,0.63,Persuadable,0.86,No Discount (Sure Thing),32.65,482548
96.99,96,1168.51,36,0,0,1,1,0.98,0.83,0.15,Persuadable,0.96,No Discount (Sure Thing),83.46,510841
120.0,183,2403.04,36,0,0,1,1,1.0,0.66,0.33,Persuadable,0.97,No Discount (Sure Thing),66.47,536474
120.0,200,309.3,30,0,0,1,1,0.99,0.84,0.16,Persuadable,0.96,No Discount (Sure Thing),83.81,573698
62.38,62,462.05,46,1,1,1,1,0.97,0.88,0.09,Persuadable,0.95,No Discount (Sure Thing),88.31,594824
81.44,81,13902.06,44,1,1,1,1,0.98,0.54,0.44,Persuadable,0.96,No Discount (Sure Thing),54.25,106907
120.0,200,2762.12,28,0,0,1,1,1.0,0.63,0.36,Persuadable,0.98,No Discount (Sure Thing),63.25,546888
120.0,200,904.82,27,1,1,1,1,0.99,0.83,0.17,Persuadable,0.96,No Discount (Sure Thing),82.57,566059
120.0,200,1727.16,19,0,0,1,1,0.99,0.84,0.15,Persuadable,0.96,No Discount (Sure Thing),83.95,428858
90.51,90,706.31,38,1,1,1,1,0.99,0.86,0.12,Persuadable,0.96,No Discount (Sure Thing),86.42,596863
120.0,157,154.21,36,1,1,1,1,0.99,0.86,0.12,Persuadable,0.96,No Discount (Sure Thing),86.36,618157
19.84,19,1723.63,16,0,0,1,1,0.95,0.83,0.12,Persuadable,0.93,No Discount (Sure Thing),83.4,229009
120.0,200,1219.62,22,0,0,1,1,1.0,0.85,0.15,Persuadable,0.96,No Discount (Sure Thing),84.97,582903
120.0,143,4572.97,24,1,0,1,1,0.99,0.5,0.5,Persuadable,0.96,No Discount (Sure Thing),49.64,565827
80.94,80,212.18,16,0,0,1,1,0.99,0.82,0.17,Persuadable,0.96,No Discount (Sure Thing),82.36,350648
120.0,200,916.46,47,1,0,1,1,0.99,0.81,0.18,Persuadable,0.95,No Discount (Sure Thing),81.33,525022
10.0,10,965.61,17,0,1,1,1,0.9,0.41,0.5,Persuadable,0.88,No Discount (Sure Thing),40.66,610338
65.46,65,2335.36,22,0,1,1,1,0.99,0.51,0.48,Persuadable,0.93,No Discount (Sure Thing),50.83,510558
59.62,59,1385.01,25,0,0,1,1,0.98,0.85,0.13,Persuadable,0.96,No Discount (Sure Thing),84.88,545879
39.34,39,733.6,16,0,0,1,1,0.98,0.82,0.16,Persuadable,0.94,No Discount (Sure Thing),82.29,659360
